LRPName,avg_earthquake_score
LRP387e,0.5
LRP387f,0.5
LRP388a,0.5
LRP388b,0.5
LRP388c,0.5
LRP388d,0.5
LRP388e,0.5
LRP389a,0.5
LRP389b,0.5
LRP389c,0.5
LRP389d,0.5
LRP390a,0.5
LRP390c,0.5
LRP391a,0.5
LRP391c,0.5
LRP392a,0.5
LRP393a,0.5
LRP393c,0.5
LRP394a,0.5
LRP394c,0.5
LRP394e,0.5
LRP395a,0.5
LRP396a,0.5
LRP396b,0.5
LRP398a,0.5
LRP398b,0.5
LRP398d,0.5
LRP399a,0.5
LRP400a,0.5
LRP400b,0.5
LRP400c,0.5
LRP400e,0.5
LRP401a,0.5
LRP401c,0.5
LRP402a,0.5
LRP402b,0.5
LRP402c,0.5
LRP403a,0.5
LRP403b,0.5
LRP403d,0.5
LRP404a,0.5
LRP404b,0.5
LRP405a,0.5
LRP408a,0.5
LRP408b,0.5
LRP409a,0.5
LRP409b,0.5
LRP409d,0.5
LRP410a,0.5
LRP410b,0.5
LRP410c,0.5
LRP411a,0.5
LRP411b,0.5
LRP412a,0.5
LRP412b,0.5
LRP412d,0.5
LRP413a,0.5
LRP413b,0.5
LRP414a,0.5
LRP415a,0.5
LRP415b,0.5
LRP415c,0.5
LRP416a,0.5
LRP416b,0.5
LRP416d,0.5
LRP416e,0.5
LRP416f,0.5
LRP417a,0.5
LRP417b,0.5
LRP417c,0.5
LRP417d,0.5
LRP417e,0.5
LRP418a,0.5
LRP418b,0.5
LRP419a,0.5
LRP419c,0.5
LRP420a,0.5
LRP420c,0.5
LRP420d,0.5
LRP420e,0.5
LRP420f,0.5
LRP421a,0.5
LRP421c,0.5
LRP421d,0.5
LRP421f,0.5
LRP422a,0.5
LRP422b,0.5
LRP422c,0.5
LRP423a,0.5
LRP423b,0.5
LRP423c,0.5
LRP423d,0.5
LRP423e,0.5
LRP424a,0.5
LRP424b,0.5
LRP424c,0.5
LRP424e,0.5
LRP424g,0.5
LRP425a,0.5
LRP425b,0.5
LRP425c,0.5
LRP425e,0.5
LRP426a,0.5
LRP426b,0.5
LRP426c,0.5
LRP426d,0.5
LRP426e,0.5
LRP427a,0.5
LRP427b,0.5
LRP427d,0.5
LRP427e,0.5
LRP428a,0.5
LRP428b,0.5
LRP428c,0.5
LRP428d,0.5
LRP429a,0.5
LRP429b,0.5
LRP429c,0.5
LRP429d,0.5
LRP429f,0.5
LRP430a,0.5
LRP430b,0.5
LRP430c,0.5
LRP430d,0.5
LRP431a,0.5
LRP431b,0.5
LRP431c,0.5
LRP431d,0.5
LRP432a,0.5
LRP432b,0.5
LRP433a,0.5
LRP433b,0.5
LRP433c,0.5
LRP433d,0.5
LRP434a,0.5
LRP434b,0.5
LRP435a,0.5
LRP435b,0.5
LRP435c,0.5
LRP436a,0.5
LRP437a,0.5
LRP437b,0.5
LRP438a,0.5
LRP438b,0.5
LRP438c,0.5
LRP439a,0.5
LRP439c,0.5
LRP440a,0.5
LRP441a,0.5
LRP442a,0.5
LRP443a,0.5
LRP443c,0.5
LRP443d,0.5
LRP444a,0.5
LRP444b,0.5
LRP444c,0.5
LRP444d,0.5
LRP444e,0.5
LRP445a,0.5
LRP445b,0.5
LRP445d,0.5
LRP446a,0.5
LRP446b,0.5
LRP446d,0.5
LRP447a,0.5
LRP447b,0.5
LRP447c,0.5
LRP448a,0.5
LRP448b,0.5
LRP448c,0.5
LRP449a,0.5
LRP449b,0.5
LRP449c,0.5
LRP449d,0.5
LRP449f,0.5
LRP450a,0.5
LRP450c,0.5
LRP450d,0.5
LRP450e,0.5
LRP451a,0.5
LRP451b,0.5
LRP451c,0.5
LRP451e,0.5
LRP451f,0.5
LRP451h,0.5
LRP451i,0.5
LRP452a,0.5
LRP452c,0.5
LRP452d,0.5
LRP452e,0.5
LRP452f,0.5
LRP452h,0.5
LRP452i,0.5
LRP452j,0.5
LRP453a,0.5
LRP453c,0.5
LRP454a,0.5
LRP454b,0.5
LRP454d,0.5
LRP455a,0.5
LRP456a,0.5
LRP456b,0.5
LRP456c,0.5
LRP457a,0.5
LRP458a,0.5
LRP459a,0.5
LRP459b,0.5
LRP460a,0.5
LRP461a,0.5
LRP462a,0.5
LRP462b,0.5
LRP466a,0.5
LRP467a,0.5
LRP468a,0.5
LRP468b,0.5
LRP469a,0.5
LRP471a,0.5
LRP472a,0.5
LRP472c,0.5
LRP473a,0.5
LRP475a,0.5
LRP478a,0.5
LRP479a,0.5
LRP480a,0.5
LRP482a,0.5
LRP483a,0.5
LRP484a,0.5
LRP485a,0.5
LRP486a,0.5
LRP488a,0.5
LRP491a,0.5
LRP492a,0.5
LRP493a,0.5
LRP493b,0.5
LRP493c,0.5
LRP494a,0.5
LRP494b,0.5
LRP495a,0.5
LRP495b,0.5
LRP496a,0.5
LRP497a,0.5
LRP498a,0.5
LRP499a,0.5
LRP500a,0.5
LRP501a,0.5
LRP502a,0.5
LRP504a,0.5
LRP505a,0.5
LRP505b,0.5
LRP506a,0.5
LRP507a,0.5
LRP508a,0.5
LRP510a,0.5
LRP511a,0.5
LRP512a,0.5
LRP516a,
LRP517a,0.5
LRP517b,0.5
LRP521a,0.5
LRP521b,0.5
LRP525a,0.5
LRP527a,0.5
LRPSa,0.5625
LRPSb,0.503125
LRPSc,0.5288461538461537
LRPSd,0.41463414634146345
LRPSe,0.42500000000000004
LRPSf,0.5
LRPSg,0.33333333333333337
LRPSh,0.0
LRPsa,0.625
LRPsb,0.875
LRPsc,0.5
LRPsd,0.33333333333333337
LRp099a,1.0
Lrp009a,1.0
