road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,cleaned_name,LR_indicator,is_on_land,is_connected_to_road
R180,2.63,Box Culvert,LRP002c,Barmiss Market,4.5,B,114349,Laharpur-Jhinukmarket-Laboni More Road,2.63,14.3,1968.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4411111111111,91.9867222222222,bcs1,BARMISS MARKET,,True,True
R180,3.166,Box Culvert,LRP003a,Barmiss Market,2.0,B,114350,Laharpur-Jhinukmarket-Laboni More Road,3.166,13.9,1968.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.4422222222222,91.982,bcs1,BARMISS MARKET,,True,True
R203,3.843,Box Culvert,LRP003c,DUKTARA BOX CULVERT,14.0,B,114048,Bhulta-Araihazar-Bancharampur-Nabinagar-Shibpur-Radhika Road,3.843,7.2,1995.0,3.0,Dhaka,Dhaka,Narayanganj,Narayanganj-1,23.7903611111111,90.6065555555555,bcs1,DUKTARA BOX CULVERT,,True,True
N204,1.81,Slab Culvert,LRP002a,DOKHIR SHURMA CULVERT,9.5,B,104051,Jagadishpur-Chunarughat-Shaistaganj (old part),1.81,7.88,2002.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.137,91.3515555555555,bcs1,DOKHIR SHURMA CULVERT,,True,True
N204,2.305,Slab Culvert,LRP003a,SURMA CULVERT,3.0,B,104071,Jagadishpur-Chunarughat-Shaistaganj (old part),2.305,9.18,1964.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.1322777777777,91.3519444444444,bcs1,SURMA CULVERT,,True,True
N204,8.785,Box Culvert,LRP010a,20 NOVEMBER AMTOLI,9.5,B,104068,Jagadishpur-Chunarughat-Shaistaganj (old part),8.785,8.45,1964.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.1240833333333,91.4126111111111,bcs1,20 NOVEMBER AMTOLI,,True,True
N204,16.85,Box Culvert,LRP020a,RAMAGANJA CULVERT,9.3,B,104059,Jagadishpur-Chunarughat-Shaistaganj (old part),16.85,5.66,1974.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.1387499999999,91.4805,bcs1,RAMAGANJA CULVERT,,True,True
N206,0.928,Box Culvert,LRPSb,NAYAR PUL,3.0,B,107451,Keean Bridge-Nayarpool Road,0.928,10.0,1965.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.8939444444444,91.8781944444444,bcs1,NAYAR PUL,,True,True
N207,2.883,RCC Girder Bridge,LRP002a,Natun Bazar Bridge,30.25,B,120990,Mirpur-Srimongal-Moulvibazar-Sherpur Road,2.883,7.2,1993.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.2936663,91.5370552,road_precise,NATUN BAZAR BRIDGE,,True,True
N207,19.926,Box Culvert,LRP020a,BILASHER PARA BOX CULVERT,23.2,B,100026,Mirpur-Srimongal-Moulvibazar-Sherpur Road,19.926,7.25,1993.0,4.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3029166666666,91.6906111111111,bcs1,BILASHER PARA BOX CULVERT,,True,True
N207,25.255,Box Culvert,LRP025b,2 NUMBER POLE,9.2,B,100031,Mirpur-Srimongal-Moulvibazar-Sherpur Road,25.255,9.76,1978.0,2.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3169444444444,91.7347777777777,bcs1,NUMBER POLE,R,True,True
N207,25.485,Box Culvert,LRP025d,3 NUMBER POLE,4.5,B,100032,Mirpur-Srimongal-Moulvibazar-Sherpur Road,25.485,9.7,1975.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3190277777777,91.7353888888888,bcs1,3 NUMBER POLE,,True,True
N207,25.704,Box Culvert,LRP025e,4 NUMBER POLE,6.0,B,100033,Mirpur-Srimongal-Moulvibazar-Sherpur Road,25.704,9.72,1978.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3210833333333,91.7359166666666,bcs1,4 NUMBER POLE,,True,True
N207,26.577,Box Culvert,LRP026c,6-NUMSER POLE BOX CULVERT,9.0,B,100036,Mirpur-Srimongal-Moulvibazar-Sherpur Road,26.577,12.6,1993.0,2.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3286944444444,91.7378333333333,bcs1,6-NUMSER POLE BOX CULVERT,,True,True
N207,26.903,Box Culvert,LRP027a,ESUPPUR CULVERT,6.0,B,100035,Mirpur-Srimongal-Moulvibazar-Sherpur Road,26.903,7.3,1993.0,2.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3313888888888,91.7385555555555,bcs1,ESUPPUR CULVERT,,True,True
N207,32.65,Box Culvert,LRP032c,BAYULPUR CULVERT,3.2,B,100045,Mirpur-Srimongal-Moulvibazar-Sherpur Road,32.65,9.7,1993.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Sreemongal,24.3809722222222,91.7511944444444,bcs1,BAYULPUR CULVERT,,True,True
N207,35.587,Box Culvert,LRP035b,SHUHAPUR CULVERT,9.4,B,100049,Mirpur-Srimongal-Moulvibazar-Sherpur Road,35.587,9.6,1993.0,2.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.4071111111111,91.7546666666666,bcs1,SHUHAPUR CULVERT,,True,True
N207,38.484,Box Culvert,LRP038a,NETOR SOR BOX CULVERT,6.0,B,100053,Mirpur-Srimongal-Moulvibazar-Sherpur Road,38.484,9.75,1980.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.4331666666666,91.7601388888888,bcs1,NETOR SOR BOX CULVERT,,True,True
N207,38.722,Box Culvert,LRP038b,Mokam Bazar Box Culvert,12.2,B,100054,Mirpur-Srimongal-Moulvibazar-Sherpur Road,38.722,9.5,1980.0,2.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.4352777777777,91.7609722222222,bcs1,MOKAM BAZAR BOX CULVERT,,True,True
N208,9.392,PC Girder Bridge,LRP009a,Longuchhara Bridge,37.3,B,121587,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,9.392,5.0,1980.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.50375,91.8243327,road_precise,LONGUCHHARA BRIDGE,,True,True
N208,14.201,Box Culvert,LRP014a,MOYNAR DOKAN BOX CULVERT,6.0,B,100162,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,14.201,12.2,2002.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.5239999999999,91.8640555555555,bcs1,MOYNAR DOKAN BOX CULVERT,,True,True
N208,15.613,Box Culvert,LRP016b,PONNIGRAM BOX CULVERT,12.45,B,100165,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,15.613,8.4,1995.0,2.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.5357777777777,91.8696666666666,bcs1,PONNIGRAM BOX CULVERT,,True,True
N208,22.111,RCC Girder Bridge,LRP022a,KARIMPUR BOX CULVERT,3.1,B,100175,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,22.111,8.5,1995.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.5884166666666,91.8946944444444,bcs1,KARIMPUR BOX CULVERT,,True,True
N208,24.464,Box Culvert,LRP025a,TIKERPAR BOX CULVERT,3.0,B,100198,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,24.464,11.6,1995.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.6079166666666,91.9035277777777,bcs1,TIKERPAR BOX CULVERT,,True,True
N208,25.092,Box Culvert,LRP025d,CHAN BAG CULVERT,3.0,B,100204,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,25.092,12.2,1993.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.6133333333333,91.9056666666666,bcs1,CHAN BAG CULVERT,,True,True
N208,26.235,Box Culvert,LRP027a,KALAMOA BOX CULVERT,3.0,B,100210,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,26.235,12.2,1993.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.6232222222222,91.9078611111111,bcs1,KALAMOA BOX CULVERT,,True,True
N208,27.005,Box Culvert,LRP027e,RAJAPUR BOX CULVERT,1.5,B,100188,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,27.005,12.2,1991.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.6298611111111,91.9096111111111,bcs1,RAJAPUR BOX CULVERT,,True,True
N208,28.175,Box Culvert,LRP028e,LALA PUR BOX CULVERT,3.0,B,100225,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,28.175,12.2,1994.0,1.0,Sylhet,Moulavi Bazar,Moulavi Bazar,Moulavi Bazar,24.6387499999999,91.9154166666666,bcs1,LALA PUR BOX CULVERT,,True,True
N208,36.154,Box Culvert,LRP036e,MOLIKPUR BOX CULVERT,19.0,B,100257,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,36.154,12.2,1985.0,3.0,Sylhet,Sylhet,Sylhet,Biswanath,24.7053611111111,91.9288333333333,bcs1,MOLIKPUR BOX CULVERT,,True,True
N208,37.454,PC Girder Bridge,LRP038a,Elaspur Bridge,130.57,B,120670,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,37.454,4.0,1994.0,3.0,Sylhet,Sylhet,Sylhet,Biswanath,24.7172493,91.9283327,road_precise,ELASPUR BRIDGE,,True,True
N208,40.246,RCC Girder Bridge,LRP041a,Kutalpur Bridge,89.45,B,120671,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,40.246,7.1,1962.0,3.0,Sylhet,Sylhet,Sylhet,Biswanath,24.7416941,91.923416,road_precise,KUTALPUR BRIDGE,,True,True
N208,40.854,RCC Girder Bridge,LRP041c,KUTALPUR,12.0,B,100261,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,40.854,7.1,1968.0,1.0,Sylhet,Sylhet,Sylhet,Biswanath,24.7469722222222,91.9215833333333,bcs1,KUTALPUR,,True,True
N208,57.089,Box Culvert,LRP057b,KADAM TALI BOX CULVERT,5.6,B,100272,Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road,57.089,9.7,1985.0,1.0,Sylhet,Sylhet,Sylhet,Biswanath,24.8780833333333,91.8753333333333,bcs1,KADAM TALI BOX CULVERT,,True,True
R220,0.952,RCC Girder Bridge,LRPSc,ZILOAD RCC GIDER BRIDGE,12.15,B,104177,Sarail-Nasirnagar-Lakhai-Habiganj Road,0.952,4.1,1964.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,24.0659166666666,91.1171111111111,bcs1,ZILOAD RCC GIDER BRIDGE,,True,True
R220,2.098,RCC Girder Bridge,LRP002a,BORGANARA RCC GIDER BRIDGE,11.9,B,104179,Sarail-Nasirnagar-Lakhai-Habiganj Road,2.098,4.08,1964.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,24.0760555555555,91.118,bcs1,BORGANARA RCC GIDER BRIDGE,,True,True
R220,2.715,RCC Girder Bridge,LRP002c,SURJAKADI,8.8,B,104183,Sarail-Nasirnagar-Lakhai-Habiganj Road,2.715,4.1,1978.0,1.0,Comilla,Comilla,Brahmanbaria,Brahmanbaria,24.0816666666666,91.1184444444444,bcs1,SURJAKADI,,True,True
R220,37.415,RCC Girder Bridge,LRP036d,Bullar Bazar Bridge,10.25,B,120997,Sarail-Nasirnagar-Lakhai-Habiganj Road,37.415,4.25,1988.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.3104564743471,91.3025666379416,road_interpolate,BULLAR BAZAR BRIDGE,,True,True
R220,38.787,Box Culvert,LRP038b,MONTALI BOX CULVERT,10.4,B,113832,Sarail-Nasirnagar-Lakhai-Habiganj Road,38.787,7.45,2001.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.3127777777777,91.3151944444444,bcs1,MONTALI BOX CULVERT,,True,True
R220,39.84,Baily with Steel Deck,LRP039a,RAISHAL KARAL BAILEY WITH STEEL DECK,9.0,B,113835,Sarail-Nasirnagar-Lakhai-Habiganj Road,39.84,3.5,2000.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.31825,91.3226111111111,bcs1,RAISHAL KARAL BAILEY WITH STEEL DECK,,True,True
R220,46.33,Truss with Steel Deck,LRP046a,Lokra Bridge,42.85,B,121002,Sarail-Nasirnagar-Lakhai-Habiganj Road,46.33,3.85,2001.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.35225,91.3702216,road_chainage,LOKRA BRIDGE,,True,True
R220,48.604,Baily with Steel Deck,LRP048a,Langra Bridge,43.0,B,121003,Sarail-Nasirnagar-Lakhai-Habiganj Road,48.604,3.5,2001.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.3638611,91.3881386,road_chainage,LANGRA BRIDGE,,True,True
R240,3.205,Box Culvert,LRP003c,NICH GAON CULVERT,3.0,B,102186,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,3.205,8.6,1998.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.2798888888888,91.4519722222222,bcs1,NICH GAON CULVERT,,True,True
R240,8.63,Box Culvert,LRP008a,DHULIKHAL BOX CULVERT,10.85,B,102207,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,8.63,11.5,1993.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.3239999999999,91.4375833333333,bcs1,DHULIKHAL BOX CULVERT,,True,True
R240,12.78,Box Culvert,LRP012b,TEGBARIA BOULA BOX CUVERT,9.3,B,102228,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,12.78,11.6,1978.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.3581111111111,91.422,bcs1,TEGBARIA BOULA BOX CUVERT,,True,True
R240,13.314,Box Culvert,LRP013a,TEKURIA BOX CUVERT,4.0,B,102231,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,13.314,11.4,1998.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Shaistagonj,24.3625277777777,91.4206111111111,bcs1,TEKURIA BOX CUVERT,,True,True
R240,16.695,Baily with Steel Deck,LRP016a,Kuy Bridge,88.5,B,121005,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,16.695,3.65,1984.0,4.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.3912774,91.4126389,road_precise,KUY BRIDGE,,True,True
R240,17.48,Box Culvert,LRP017a,OMED NAGAR CULVERT,3.05,B,102238,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,17.48,9.8,1975.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.3959166666666,91.4170277777777,bcs1,OMED NAGAR CULVERT,,True,True
R240,19.617,Box Culvert,LRP019d,JITKA BOX CULVERT,4.5,B,102192,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,19.617,9.7,1988.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4089722222222,91.4303888888889,bcs1,JITKA BOX CULVERT,,True,True
R240,20.54,Truss with Steel Deck,LRP020b,Balikhal Bridge,110.4,B,121008,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,20.54,3.54,1991.0,3.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4172493,91.4303327,road_precise,BALIKHAL BRIDGE,,True,True
R240,21.32,Box Culvert,LRP021a,PUKRU BOX CULVERT,9.36,B,114368,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,21.32,10.2,1987.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4222777777777,91.4352222222222,bcs1,PUKRU BOX CULVERT,,True,True
R240,21.787,Box Culvert,LRP021b,PURBO PUKRA CULVERT,6.05,B,102181,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,21.787,9.8,1986.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4251666666666,91.4386666666666,bcs1,PURBO PUKRA CULVERT,,True,True
R240,22.47,Box Culvert,LRP022a,PURBO PUKRA BOX CULVERT,6.05,B,102187,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,22.47,8.5,1987.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4295555555555,91.4429444444444,bcs1,PURBO PUKRA BOX CULVERT,,True,True
R240,25.57,Box Culvert,LRP025a,SADAPOUR BOX CULVERT,12.24,B,102180,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,25.57,8.5,1994.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4529166666666,91.4583333333333,bcs1,SADAPOUR BOX CULVERT,,True,True
R240,26.425,Box Culvert,LRP026a,UJIR PUR BOX CULVERT,6.0,B,102183,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,26.425,9.8,1994.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4604166666666,91.45975,bcs1,UJIR PUR BOX CULVERT,,True,True
R240,28.698,Box Culvert,LRP028b,MONDOL BOX CULVERT,3.0,B,102208,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,28.698,9.5,1998.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.4765555555555,91.4696388888889,bcs1,MONDOL BOX CULVERT,,True,True
R240,36.328,Box Culvert,LRP036a,MURADPUR CULVERT,3.0,B,102222,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,36.328,9.8,1988.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5345833333333,91.5058611111111,bcs1,MURADPUR CULVERT,,True,True
R240,37.71,Box Culvert,LRP037a,PURBOTIMIRPUR CULVERT,4.6,B,102223,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,37.71,9.8,1986.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5440555555555,91.514,bcs1,PURBOTIMIRPUR CULVERT,,True,True
R240,39.955,Box Culvert,LRP039d,NOBIGONG BAZAR CULVERT,6.4,B,102232,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,39.955,7.8,1988.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5641111111111,91.5154722222222,bcs1,NOBIGONG BAZAR CULVERT,,True,True
R240,42.138,Box Culvert,LRP042a,SALAMATPUR CULVERT,12.3,B,102248,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,42.138,9.8,1998.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5708333333333,91.5339166666666,bcs1,SALAMATPUR CULVERT,,True,True
R240,46.125,Box Culvert,LRP046a,LATIFBAGOR BOX CULVERT,3.1,B,102236,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,46.125,10.85,1982.0,1.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5825833333333,91.5704166666666,bcs1,LATIFBAGOR BOX CULVERT,,True,True
R240,47.56,Box Culvert,LRP047b,KHURST BOX CULVERT,12.0,B,102241,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,47.56,9.8,1998.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5900555555555,91.5822222222222,bcs1,KHURST BOX CULVERT,,True,True
R240,49.16,Box Culvert,LRP049a,AUSKANDI BOX CULVERT,12.3,B,102250,Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road,49.16,9.75,1998.0,2.0,Sylhet,Moulavi Bazar,Habiganj,Habigonj,24.5911666666666,91.5977222222222,bcs1,AUSKANDI BOX CULVERT,,True,True
R241,42.818,Truss with Steel Deck,LRP042c,AKTAPARA TRUSS WITH TRUSS WITH STEEL DECK,47.0,B,114976,Auskandi-Raniganj-Jagannathpur-Pagla Road,42.818,3.7,1984.0,2.0,Sylhet,Sylhet,Sunamganj,Chattak,24.8981111111111,91.4743888888889,bcs1,AKTAPARA TRUSS WITH TRUSS WITH STEEL DECK,,True,True
R250,27.997,Box Culvert,LRP028a,KORGROM BOX CULVERT,4.0,B,100509,Sylhet-Golapganj-Charkhai-Jakiganj Road,27.997,9.79,1984.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8899722222222,92.1111388888888,bcs1,KORGROM BOX CULVERT,,True,True
R250,29.205,Box Culvert,LRP029b,KORGRAM BOX CULVERT,6.0,B,100514,Sylhet-Golapganj-Charkhai-Jakiganj Road,29.205,8.5,1994.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8939166666666,92.1220555555555,bcs1,KORGRAM BOX CULVERT,,True,True
R250,30.376,Box Culvert,LRP030a,ADIRABAD THORO,6.0,B,100516,Sylhet-Golapganj-Charkhai-Jakiganj Road,30.376,10.3,1994.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8975833333333,92.1332499999999,bcs1,ADIRABAD THORO,,True,True
R250,30.877,Box Culvert,LRP031a,ADINA BAD SHAIKH PARA BOX CULVERT,3.0,B,100496,Sylhet-Golapganj-Charkhai-Jakiganj Road,30.877,10.0,1994.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8990555555555,92.1375277777777,bcs1,ADINA BAD SHAIKH PARA BOX CULVERT,,True,True
R250,31.547,Box Culvert,LRP032a,NOAKANI BOX CULVERT,4.6,B,100497,Sylhet-Golapganj-Charkhai-Jakiganj Road,31.547,9.8,1968.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9009444444444,92.1438888888889,bcs1,NOAKANI BOX CULVERT,,True,True
R250,35.64,RCC Girder Bridge,LRP035a,NATAIR SOR BRIDGE,16.6,B,100506,Sylhet-Golapganj-Charkhai-Jakiganj Road,35.64,4.0,1965.0,3.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9222777777777,92.175,bcs1,NATAIR SOR BRIDGE,,True,True
R250,36.223,Baily with Steel Deck,LRP036a,KAKORA BRIDGE,79.5,B,100507,Sylhet-Golapganj-Charkhai-Jakiganj Road,36.223,3.7,1985.0,3.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9235555555555,92.1811111111111,bcs1,KAKORA BRIDGE,,True,True
R250,41.22,RCC Girder Bridge,LRP041a,SHAHA GOLI BRIDGE,16.4,B,100515,Sylhet-Golapganj-Charkhai-Jakiganj Road,41.22,4.0,1968.0,3.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9403333333333,92.2263333333333,bcs1,SHAHA GOLI BRIDGE,,True,True
R250,44.654,RCC Girder Bridge,LRP044a,SORIFA BAD BRIDGE,61.2,B,100518,Sylhet-Golapganj-Charkhai-Jakiganj Road,44.654,4.0,1964.0,9.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9588611111111,92.2534166666666,bcs1,SORIFA BAD BRIDGE,,True,True
R250,50.102,RCC Girder Bridge,LRP049a,SATPARI RCC GIDER BRIDGE,56.4,B,100526,Sylhet-Golapganj-Charkhai-Jakiganj Road,50.102,4.0,1978.0,7.0,Sylhet,Sylhet,Sylhet,Golapganj,24.984,92.2991111111111,bcs1,SATPARI RCC GIDER BRIDGE,,True,True
R250,52.371,RCC Girder Bridge,LRP051a,DOYARIMATI RCC GIDER BRIDGE,17.0,B,100528,Sylhet-Golapganj-Charkhai-Jakiganj Road,52.371,3.95,1980.0,3.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9895555555555,92.3203611111111,bcs1,DOYARIMATI RCC GIDER BRIDGE,,True,True
R250,70.908,RCC Girder Bridge,LRP070a,sajapur bridge,36.9,B,100538,Sylhet-Golapganj-Charkhai-Jakiganj Road,70.908,4.0,1965.0,6.0,Sylhet,Sylhet,Sylhet,Golapganj,24.9162499999999,92.4563611111111,bcs1,SAJAPUR BRIDGE,,True,True
R250,80.113,Box Culvert,LRP079a,SHAYIDA BAD BOX CULVERT,3.2,B,100777,Sylhet-Golapganj-Charkhai-Jakiganj Road,80.113,8.3,1964.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8798611111111,92.4469722222222,bcs1,SHAYIDA BAD BOX CULVERT,,True,True
R250,88.494,RCC Girder Bridge,LRP087a,MOSUM THE KHAL,12.0,B,100767,Sylhet-Golapganj-Charkhai-Jakiganj Road,88.494,4.0,1982.0,3.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8767777777777,92.3740833333333,bcs1,MOSUM THE KHAL,,True,True
R251,1.51,Box Culvert,LRP001b,RONOKALY BOX CULVERT,3.1,B,102754,Golapganj-Dhaka Dakhin-Baraigram-Vadeswar Road,1.51,4.7,1980.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8472777777777,92.0204166666666,bcs1,RONOKALY BOX CULVERT,,True,True
R251,7.04,Box Culvert,LRP006h,DHAKA DAKHIN BAZAR,3.0,B,102770,Golapganj-Dhaka Dakhin-Baraigram-Vadeswar Road,7.04,5.0,1964.0,1.0,Sylhet,Sylhet,Sylhet,Golapganj,24.8065555555555,92.0399166666666,bcs1,DHAKA DAKHIN BAZAR,,True,True
R280,10.367,Box Culvert,LRP010b,DHUNPUR BOXCULVERT,6.0,B,101605,Sylhet-Sunamganj Road,10.367,7.2,1984.0,1.0,Sylhet,Sylhet,Sylhet,Sylhet,24.9103055555555,91.7751388888888,bcs1,DHUNPUR BOXCULVERT,,True,True
R280,24.243,PC Girder Bridge,LRP024a,TALALPUR BRIDGE,38.1,B,101572,Sylhet-Sunamganj Road,24.243,4.1,1965.0,5.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9398888888888,91.6461388888889,bcs1,TALALPUR BRIDGE,,True,True
R280,27.445,RCC Girder Bridge,LRP028a,BUKAR VANGA,75.4,B,101569,Sylhet-Sunamganj Road,27.445,3.95,1964.0,9.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9417777777777,91.6148333333333,bcs1,BUKAR VANGA,,True,True
R280,28.73,RCC Girder Bridge,LRP029a,JATUA BRIDGE,59.4,B,101565,Sylhet-Sunamganj Road,28.73,4.0,1963.0,9.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9443333333333,91.6027222222222,bcs1,JATUA BRIDGE,,True,True
R280,30.235,RCC Girder Bridge,LRP030a,BAWS BRIDGE,36.2,B,101561,Sylhet-Sunamganj Road,30.235,4.0,1963.0,5.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9436666666666,91.5886111111111,bcs1,BAWS BRIDGE,,True,True
R280,31.25,RCC Girder Bridge,LRP032a,RAWLI BRIDGE,34.2,B,114926,Sylhet-Sunamganj Road,31.25,4.0,1963.0,5.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9334444444444,91.5732222222222,bcs1,RAWLI BRIDGE,,True,True
R280,33.165,RCC Girder Bridge,LRP033a,JAWA BAZAR BRIDGE,56.4,B,101546,Sylhet-Sunamganj Road,33.165,4.0,1963.0,7.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9286388888888,91.5643333333333,bcs1,JAWA BAZAR BRIDGE,,True,True
R280,40.571,RCC Girder Bridge,LRP041a,Damodor Bridge,22.4,B,119970,Sylhet-Sunamganj Road,40.571,9.95,1980.0,2.0,Sylhet,Sylhet,Sunamganj,Chattak,24.9258604,91.4921386,road_precise,DAMODOR BRIDGE,,True,True
