road,id,model_type,condition,name,lat,lon,length
N1,1004382,bridge,A,DAIM PARA CULVERT,21.16498780625,92.152190071875,4.6
N1,1004383,bridge,C,DAIM PARA CULVERT,21.1655725596837,92.1522082019762,3.0
N1,1004384,bridge,B,DAIM PARA BRIDGE,21.1666653482213,92.1523376486166,9.3
N1,1004385,link,Z,Info.Missing,21.1677216,92.1527778,500.5458480959505
N1,1004386,bridge,A,JAM TOLI BOX CULVERT,21.168232930909,92.1531459818181,3.0
N1,1004387,bridge,C,Jam Toli Bridge,21.1688213638709,92.153662396129,9.4
N1,1004388,bridge,B,JAM TOLI BRIDGE,21.1688213638709,92.153662396129,9.4
N1,1004389,link,Z,Bridge end,21.1694993,92.1543056,253.31968009513946
N1,1004390,bridge,B,CHANG KHALI BRIDGE,21.1703723502057,92.1547387765432,31.1
N1,1004391,bridge,A,Changkhali Boro Bridge,21.1703723502057,92.1547387765432,21.5
N1,1004392,bridge,C,CHANG KHALI BRIDGE,21.1724828063829,92.1552940329787,9.4
N1,1004393,bridge,A,Changkhali Bridge,21.1724828063829,92.1552940329787,9.4
N1,1004394,bridge,D,Thang Khali Bridge,21.1754208098765,92.1562526135802,48.2
N1,1004395,bridge,C,THANG KHALI BRIDGE,21.1754208098765,92.1562526135802,48.8
N1,1004396,link,Z,Info.Missing,21.1761938,92.1566111,781.8376161656564
N1,1004397,bridge,B,THANG KHALI BOX CULVERT,21.177417156701,92.1570372113402,3.1
N1,1004398,bridge,C,THANGKHALI BOX CULVERT,21.1797067107296,92.1578310562231,3.1
N1,1004399,bridge,A,GOGU GONA,21.1839744314735,92.1593026449213,1.2
N1,1004400,link,Z,Info.Missing,21.1843052,92.1594167,947.6957100254807
N1,1004401,bridge,D,BALUKHAKI,21.1888919350109,92.1658773557987,15.4
N1,1004402,bridge,D,Balukhali Boro Bridge,21.1888919350109,92.1658773557987,15.4
N1,1004403,link,Z,Info.Missing,21.1897497,92.166666,965.0961134692844
N1,1004404,bridge,B,BALUKHALI,21.1907730988505,92.1680703199233,9.4
N1,1004405,bridge,A,Batukhali Bridge,21.1907730988505,92.1680703199233,9.4
N1,1004406,link,Z,Bridge start,21.1925552,92.1697216,444.60610778028996
N1,1004407,bridge,A,BAKUHHALI KASHAMIA,21.1953155305785,92.1705074661157,3.0
N1,1004408,link,Z,Info.Missing,21.1969441,92.1707493,499.51848143111454
N1,1004409,bridge,C,Balukali Old bus Stand Bridge,21.197632418584,92.1705772646017,38.7
N1,1004410,bridge,A,BALUKHALI OLD BUS STAND,21.197632418584,92.1705772646017,39.3
N1,1004411,link,Z,Box culvert,21.1989997,92.1703604,232.1008584613613
N1,1004412,bridge,A,BALUKHALI KASTOM,21.2019671732447,92.1704006677419,3.1
N1,1004413,bridge,A,BALUKHALI-2 SLAB,21.2043409872865,92.1703567258064,2.2
N1,1004414,link,Z,Teknaf 46 km,21.2056389,92.1703327,738.2509418992768
N1,1004415,bridge,A,BALAKHALI TV CENTER,21.2063047283582,92.1700180179104,6.4
N1,1004416,link,Z,Box culvert,21.2105833,92.1681382,594.9986858019844
N1,1004417,link,Z,Teknaf 47km,21.21375,92.1674438,359.4031593092729
N1,1004418,link,Z,Box culvert,21.2142778,92.166666,99.72468932920007
N1,1004419,bridge,A,KOSUKONA,21.2144308612244,92.1664067448979,2.2
N1,1004420,bridge,A,KUTUNG PALANG SLAB,21.2149359632653,92.1655512030612,1.8
N1,1004421,bridge,A,KATU PALLANG SLAB,21.2160115861386,92.1636641564356,2.0
N1,1004422,bridge,C,KASHO - BINNAI SLAB,21.21737604825,92.16248399175,2.1
N1,1004423,bridge,C,KOSHO - BINNA - BRIDGE,21.218960082,92.162077758,10.9
N1,1004424,link,Z,Info.Missing,21.2198049,92.1618611,791.0651028858989
N1,1004425,bridge,B,KUTU - PALONG MOSZID SLAB,21.2215199757575,92.1617032590909,2.2
N1,1004426,link,Z,Teknaf 50 km,21.2283604,92.1617222,951.4371333227689
N1,1004427,bridge,C,KUTUB PALONG,21.2293155332673,92.1613561450495,11.3
N1,1004428,bridge,A,P. F PARA SLAB,21.2308784786138,92.1607571460396,2.0
N1,1004429,link,Z,Teknaf 52 km,21.2357774,92.1511667,779.7838109600445
N1,1004430,link,Z,Teknaf 51km,21.236333,92.1586667,941.381619270524
N1,1004431,link,Z,Teknaf 53 km,21.2412497,92.1440552,955.7781522933784
N1,1004432,link,Z,Bridge end,21.2422219,92.1415552,280.7484391625253
N1,1004433,bridge,B,UKHIYA BAZAR,21.2457262593333,92.1373042073333,20.7
N1,1004434,link,Z,Teknaf 54 km,21.2462219,92.1364719,689.4742762440405
N1,1004435,link,Z,Bridge end,21.2479997,92.1342219,305.6996791573409
N1,1004436,bridge,C,UKLIA-SHAHABMARKAT,21.2489644871959,92.1328410912932,2.4
N1,1004437,link,Z,Bridge end,21.2504167,92.1307493,449.1624404384809
N1,1004438,bridge,C,OKYIA STATION,21.2504537,92.1307493,8.5
N1,1004439,link,Z,"Teknaf 55 km,Uthia 1 km",21.2521944,92.1286104,296.9982146904701
N1,1004440,link,Z,Box culvert,21.2537778,92.1266382,269.7629248353965
N1,1004441,bridge,C,WEST OGALA,21.2538028,92.12659709,11.1
N1,1004442,link,Z,Box culvert,21.2550278,92.1245827,254.35092010707655
N1,1004443,bridge,A,JADIMORA (1),21.2552064351464,92.1243872108786,2.4
N1,1004444,bridge,A,JADIMORA (3),21.2570550964285,92.1224165035714,17.0
N1,1004445,link,Z,"Teknaf 56 km,Uthia 2 km",21.2580278,92.1214438,465.9275990566311
N1,1004446,bridge,A,JADI MORA (2) CULVERT,21.2586242226573,92.1207179843356,2.4
N1,1004447,bridge,C,JADIMURA BRIDGE,21.2600473697902,92.1189860875524,6.6
N1,1004448,link,Z,Bridge end,21.26225,92.1163056,709.8803918397463
N1,1004449,link,Z,"Teknaf 57 km,Uthia 3 km",21.2641111,92.1140833,309.6094777884389
N1,1004450,bridge,C,MODDO RAJAPALONG,21.2655833478485,92.1120674774526,11.5
N1,1004451,bridge,C,HIZOLIA BRIDGE,21.2671335430292,92.1098720509466,50.6
N1,1004452,bridge,C,EJILA,21.2676412724612,92.1091529913941,11.1
N1,1004453,link,Z,Bridge end,21.2677493,92.109,664.171812748871
N1,1004454,link,Z,"Teknaf 58 km,Uthia 4 km",21.2695827,92.1066111,320.6828477437526
N1,1004455,bridge,A,CHADIRIKHANA,21.271611640763,92.1056070839357,23.5
N1,1004456,bridge,A,CHADIRIKHANA,21.2738921701807,92.1044785698795,23.5
N1,1004457,bridge,A,RATNAPALANG,21.2740057908634,92.1044223449799,14.0
N1,1004458,link,Z,"Teknaf 59 km,Uthia 5 km",21.277666,92.1026111,989.7816295862235
N1,1004459,link,Z,Box culvert,21.2790827,92.1019722,170.87424824839127
N1,1004460,link,Z,Bridge end,21.282666,92.1006944,419.8655314291723
N1,1004461,link,Z,Bridge start,21.282777512080536,92.10067986442952,12.49070530602526
N1,1004462,bridge,A,COURT BAZAR,21.2837382315436,92.1005546348993,10.3
N1,1004463,link,Z,Box culvert,21.2839441,92.1005278,130.6719857170213
N1,1004464,link,Z,"Teknaf 60 km,Uthia 6 km",21.2863608,92.1001667,271.31674642938304
N1,1004465,bridge,B,COTBAZR MUSLIM HOS,21.28755005,92.1000623912863,11.0
N1,1004466,bridge,A,SHAPUR,21.2887748,92.0999549688796,14.1
N1,1004467,link,Z,"Teknaf 61 km,Uthia 7 km",21.2949163,92.0994163,954.4997425268797
N1,1004468,link,Z,Bridge end,21.2949997,92.0993886,9.707546785665695
N1,1004469,link,Z,Bridge start,21.2956386,92.0993886,71.0424386330355
N1,1004470,link,Z,Box culvert,21.2989441,92.0976108,411.1200209480056
N1,1004471,bridge,D,SHAPUR STEEL BEAM AND RCC SLAB,21.2997453619819,92.0974772590991,61.3
N1,1004472,bridge,C,MORICHIA PALONG,21.3035165189189,92.0968487459459,2.3
N1,1004473,link,Z,"Teknaf 62 km,Uthia 8 km",21.3037778,92.0968052,543.923952595605
N1,1004474,bridge,B,MORICHIA PALONG,21.308226843421,92.0972648315789,2.4
N1,1004475,link,Z,"Teknaf 63 km,Uthia 9 km",21.3120278,92.0969163,917.4303401881787
N1,1004476,link,Z,Bridge end,21.3121944,92.0966941,29.546589889070134
N1,1004477,bridge,C,MARIECHA BAZAR,21.3162096661991,92.0939592732117,49.3
N1,1004478,link,Z,Road to Ramu(Z1009),21.317666,92.0930274,717.2432815171333
N1,1004479,link,Z,Km post broken,21.3187493,92.0916108,189.84944950673977
N1,1004480,bridge,B,Jasoya check post.,21.3205831278931,92.0894967632047,1.3
N1,1004481,bridge,D,MORICHIA,21.3211087823529,92.0888836352941,11.2
N1,1004482,bridge,C,JASOYA PALONG RCC GIDER BRIDGE,21.3237869258823,92.0857429782352,5.0
N1,1004483,link,Z,"Teknaf 65 km,Uthia 11 km",21.324666,92.084583,981.2129250840878
N1,1004484,bridge,C,JASOYA PALONG,21.3269177037394,92.0819708735826,45.6
N1,1004485,link,Z,Bridge end,21.3295271,92.0789438,795.8368765489456
N1,1004486,link,Z,"Teknaf 66 km,Uthia 12 km",21.3311104,92.0788604,176.26672805160985
N1,1004487,bridge,C,DOA PATONG,21.3338390771689,92.0790428645357,24.1
N1,1004488,bridge,B,KHONIA POLONG.,21.3365566114155,92.0789637010654,2.3
N1,1004489,link,Z,"Teknaf 67 km,Uthia 13 km",21.3404997,92.0784993,1044.7122083444615
N1,1004490,link,Z,Box culvert,21.3414997,92.0788327,116.43306418363503
N1,1004491,bridge,A,KHONIA POLONG,21.3420893171962,92.0788538753271,14.1
N1,1004492,bridge,C,CONIA PARA,21.3453322117757,92.0789703396261,11.3
N1,1004493,link,Z,Bridge end,21.3461386,92.0789993,516.1106501487247
N1,1004494,link,Z,Bridge start,21.3463608,92.0790271,24.874700259391915
N1,1004495,link,Z,"Teknaf 68 km,Uthia 14 km",21.3490552,92.0784716,305.0772166849928
N1,1004496,bridge,C,Modomconiara,21.3500251952038,92.0784342935251,21.5
N1,1004497,bridge,A,WEST CONIARA,21.3500251952038,92.0784342935251,21.5
N1,1004498,link,Z,Box culvert,21.35525,92.0790827,691.731507043384
N1,1004499,bridge,A,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,4.0
N1,1004500,link,Z,"Teknaf 69 km,Uthia 15 km",21.35775,92.0790271,278.0469414968164
N1,1004501,link,Z,Box culvert,21.3580833,92.0790271,37.06126905076509
N1,1004502,bridge,C,NORTH CONIAPARA,21.3587458843457,92.0793395329439,2.2
N1,1004503,bridge,A,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,1.3
N1,1004504,bridge,A,TULA BAGAN,21.3604702002336,92.0801526114486,2.5
N1,1004505,bridge,B,TOLA BAGAN,21.3613004264018,92.0805440936915,1.6
N1,1004506,link,Z,Box culvert,21.3615,92.0806382,414.93959348099264
N1,1004507,bridge,B,TULA BAGAN,21.3641002252199,92.0813316052785,1.3
N1,1004508,link,Z,Box culvert,21.3644167,92.081416,334.1742257704446
N1,1004509,bridge,C,TULA BAGUN,21.3649267960264,92.0813617278145,7.1
N1,1004510,link,Z,Box culvert,21.3657222,92.0812771,145.87582895595992
N1,1004511,link,Z,"Teknaf 70 km,Uthia 16 km",21.3662778,92.0810549,65.92563661889471
N1,1004512,link,Z,Box culvert,21.3669438,92.0807771,79.44680761430129
N1,1004513,bridge,B,PARARHORA CULVERT,21.367599241791,92.0804686731343,1.3
N1,1004514,link,Z,Box culvert,21.3678882,92.0803327,114.65302133221041
N1,1004515,bridge,A,TULA BAGAN.,21.3686452190839,92.0800514992366,1.3
N1,1004516,bridge,A,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,1.3
N1,1004517,link,Z,Box culvert,21.3698327,92.0796104,228.78964042266747
N1,1004518,bridge,A,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,1.3
N1,1004519,link,Z,Box culvert,21.3714993,92.0785549,215.14709755738042
N1,1004520,bridge,C,TULA BAGAN SLAB CULVERT,21.3724168458515,92.0778930973799,1.3
N1,1004521,bridge,C,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,1.3
N1,1004522,link,Z,Box culvert,21.3742493,92.0755271,17.261269454264315
N1,1004523,link,Z,"Teknaf 71km, Ukhia 17km",21.3742493,92.0756938,425.7647144531336
N1,1004524,bridge,A,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,1.3
N1,1004525,bridge,A,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3
N1,1004526,link,Z,Box culvert,21.3745549,92.0739716,164.6126157946565
N1,1004527,link,Z,Box culvert,21.3747771,92.0734993,54.79203025701421
N1,1004528,bridge,C,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,2.4
N1,1004529,link,Z,Box culvert,21.3752493,92.0727771,91.37358215615062
N1,1004530,link,Z,Box culvert,21.3762216,92.0718049,147.72514135302393
N1,1004531,bridge,A,DALA SLAB CULVERT,21.3762792890109,92.0717458313186,3.0
N1,1004532,bridge,A,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,1.5
N1,1004533,link,Z,Box culvert,21.3773882,92.0706104,179.23494182048168
N1,1004534,link,Z,Box culvert,21.3775827,92.0703604,33.73185439339366
N1,1004535,bridge,C,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,2.2
N1,1004536,bridge,A,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,1.5
N1,1004537,link,Z,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,226.95105732362688
N1,1004538,bridge,B,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,1.5
N1,1004539,bridge,A,PANCHORI,21.3808422435754,92.0709982664804,0.8
N1,1004540,link,Z,Box culvert,21.3811104,92.0710827,173.81375279325928
N1,1004541,link,Z,Box culvert,21.3813049,92.0710827,21.62741323227874
N1,1004542,bridge,A,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,1.7
N1,1004543,bridge,B,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8
N1,1004544,link,Z,Box culvert,21.3839441,92.0705827,297.99710019057443
N1,1004545,bridge,B,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8
N1,1004546,bridge,C,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,1.8
N1,1004547,link,Z,Box culvert,21.3858886,92.0704438,216.69629837678414
N1,1004548,bridge,C,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,2.9
N1,1004549,bridge,B,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7
N1,1004550,link,Z,"Teknaf 73 km, Ukhia 19km",21.3885274,92.0692771,317.31374944547883
N1,1004551,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7
N1,1004552,link,Z,Bridge start,21.3891108,92.0686938,88.63162168550484
N1,1004553,bridge,C,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0
N1,1004554,bridge,A,PANCHORI,21.3950144227586,92.0675884137931,8.3
N1,1004555,link,Z,"Teknaf 74 km,Uthia 20 km",21.3969719,92.066916,893.2832077685006
N1,1004556,link,Z,Box culvert,21.3971663,92.0668882,21.807061510700976
N1,1004557,link,Z,Bridge end,21.398583,92.0665833,160.66141160730473
N1,1004558,link,Z,Bridge start,21.3986941,92.0665556,12.682247741572848
N1,1004559,bridge,C,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3
N1,1004560,bridge,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0
N1,1004561,link,Z,Box culvert,21.4008889,92.0658611,254.42175362442975
N1,1004562,bridge,A,CHALIYATOLI,21.402009374844,92.0647406251559,3.6
N1,1004563,link,Z,Km post missing,21.4040556,92.0619722,534.8651053914941
N1,1004564,bridge,A,CHALATOLI,21.4041499171641,92.0618387037313,1.6
N1,1004565,bridge,D,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0
N1,1004566,link,Z,Box culvert,21.4067222,92.0570556,589.0592366409455
N1,1004567,bridge,A,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,2.8
N1,1004568,bridge,A,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,3.0
N1,1004569,link,Z,"Teknaf 75 km,Uthia 21 km",21.4090833,92.05475,354.8210435634207
N1,1004570,bridge,A,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9
N1,1004571,link,Z,"Teknaf 76 km,Uthia 22 km",21.4101111,92.0458052,521.1022370446509
N1,1004572,bridge,B,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2
N1,1004573,bridge,A,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,8.2
N1,1004574,link,Z,Box culvert,21.4103056,92.0453052,56.097395638335726
N1,1004575,link,Z,Box culvert,21.4103333,92.0508333,428.6259207870844
N1,1004576,bridge,B,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3
N1,1004577,bridge,A,SHORAR COOL,21.4124968430517,92.0395268517711,8.3
N1,1004578,bridge,A,KANAR PARA,21.4142599314893,92.0386736859574,10.9
N1,1004579,link,Z,"Teknaf 77 km,Uthia 23 km",21.4150556,92.037833,936.6444551922776
N1,1004580,bridge,C,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,8.1
N1,1004581,bridge,B,HAMBIR GONA (1),21.4170232427616,92.0347260730512,7.2
N1,1004582,bridge,C,KAMBIR GONA,21.4194017834586,92.031682906015,2.4
N1,1004583,link,Z,"Teknaf 78 km,Uttia 24 km",21.4199716,92.0302493,956.6039623185857
N1,1004584,bridge,C,BASIC ARIA (1),21.4226721680412,92.0272924520618,11.3
N1,1004585,bridge,C,BESIC AREA,21.423063061512,92.0267879589347,4.5
N1,1004586,link,Z,Teknaf 79 km,21.4258049,92.0232493,972.4977915602722
N1,1004587,link,Z,Box culvert,21.4264716,92.0767771,383.41581791843544
N1,1004588,bridge,A,CHAKMARKOOL,21.4264716,92.0767771,12.4
N1,1004589,bridge,A,LINK ROAD CULVERT,21.426498621044,92.0238834076672,9.0
N1,1004590,link,Z,"Cox,s Bazar 14 km",21.4267216,92.0730827,909.2171360015268
N1,1004591,bridge,A,SAMBAR PUL CULVERT,21.4267747132812,92.0804427367187,7.4
N1,1004592,link,Z,"Cox,s Bazar 15 km",21.4269716,92.0821104,554.8411280825821
N1,1004593,bridge,A,ROMA TECHIPUL,21.4271063768115,92.0840258231884,8.2
N1,1004594,bridge,A,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,2.0
N1,1004595,bridge,A,KHURULIA CULVERT,21.4273089357414,92.0610656669201,6.8
N1,1004596,bridge,A,CHAKMAR KOOL BOX CULVERT,21.4273654498084,92.0708934808429,9.4
N1,1004597,bridge,A,SARKAR PARA BRIDGE,21.4275245,92.0486482172786,13.0
N1,1004598,bridge,A,Sarkarpara Bridge,21.4275245,92.0486482172786,13.0
N1,1004599,link,Z,Cox's Bazar 13km,21.4276938,92.0643611,926.6955807581921
N1,1004600,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,16.6
N1,1004601,bridge,A,ROMA CALLAGE BOX CULVERT,21.427895984,92.089450816,18.8
N1,1004602,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4280296848739,92.0557570361344,18.6
N1,1004603,link,Z,Box culvert,21.4280549,92.0554167,28.920423356815405
N1,1004604,bridge,A,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4280584948275,92.0532281715517,7.2
N1,1004605,link,Z,"Cox,s Bazar 12 km",21.4280827,92.0551389,929.0772755183812
N1,1004606,link,Z,"Cox,s Bazar 16 km",21.4281104,92.0914719,977.2399644236764
N1,1004607,bridge,A,RAMU MOUR BOX CULVDERT,21.4283515971831,92.0940714267605,12.8
N1,1004608,link,Z,Box culvert,21.4283604,92.0941663,280.2757727392728
N1,1004609,link,Z,Ramu old Section (N109),21.4284993,92.0951941,107.50136937976964
N1,1004610,link,Z,"Cox,s Bazar 11 km",21.4287771,92.0461941,971.4335894026668
N1,1004611,bridge,A,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,3.5
N1,1004612,bridge,C,Bakkhali Bridge,21.4294033629834,92.0318887491712,136.3
N1,1004613,bridge,A,BAKKHALI BRIDGE,21.4294033629834,92.0318887491712,148.5
N1,1004614,bridge,A,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,10.9
N1,1004615,link,Z,"Cox,s Bazar 10 km",21.4296938,92.0368608,881.4202297886259
N1,1004616,bridge,A,MUKTAR KUL,21.4297884,92.0395945696,9.2
N1,1004617,bridge,A,RABAR DAM BOX,21.4301539217391,92.0283434956521,10.3
N1,1004618,link,Z,"Cox,s Bazar 9 km",21.430166,92.0283604,717.6676772314075
N1,1004619,bridge,A,MOHURI RARA BOX,21.4303257834586,92.0296206984962,3.5
N1,1004620,bridge,A,RAMU BRAC OFFICE,21.4308087593886,92.0961182921397,7.2
N1,1004621,link,Z,"Cox,s Bazar 17 km",21.4334441,92.0969997,580.7313477965688
N1,1004622,bridge,A,MARULA BOX CULVERT,21.4342084624161,92.0972607067114,2.5
N1,1004623,link,Z,Box culvert,21.434583,92.0973886,132.8832691024178
N1,1004624,bridge,A,MARULA (WEST),21.4372009552325,92.0983672723837,3.0
N1,1004625,link,Z,"Cox,s Bazar 18 km",21.4413608,92.1003611,814.0349527319211
N1,1004626,link,Z,Bridge end,21.4417497,92.1006667,53.576439760945966
N1,1004627,bridge,B,MITACMARI RAMU BRIDGE,21.4418389714285,92.1007083571428,58.6
N1,1004628,bridge,A,Mitacmari Ramu Bridge,21.4418389714285,92.1007083571428,58.6
N1,1004629,link,Z,Bridge start,21.4421663,92.1008611,50.50462630503552
N1,1004630,bridge,A,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,1.5
N1,1004631,link,Z,Box culvert,21.443833,92.1014167,194.0447073650188
N1,1004632,link,Z,"Cox,s Bazar 19 km",21.4496108,92.0994997,672.3990163607735
N1,1004633,bridge,A,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,9.2
N1,1004634,link,Z,Box culvert,21.4512778,92.0994441,185.4512353689278
N1,1004635,link,Z,"Cox,s Bazar 20 km",21.4564722,92.1038056,733.0413017777695
N1,1004636,link,Z,"Cox,s Bazar 21 km",21.4635833,92.1029167,796.0510542755884
N1,1004637,bridge,B,JOARIANALA CULVERT,21.4655415307901,92.1026566882833,14.0
N1,1004638,link,Z,Box culvert,21.4667216,92.1025,351.6171719756179
N1,1004639,bridge,A,JOARIANALA BAZAR(R),21.470055530337,92.1006402232209,57.6
N1,1004640,bridge,A,Joarianala Bazar Bridge,21.470055530337,92.1006402232209,57.65
N1,1004641,bridge,A,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.470055530337,92.1006402232209,57.6
N1,1004642,link,Z,"Cox,s Bazar 22 km",21.4713604,92.0997497,589.1165654917131
N1,1004643,bridge,A,JORIANALA,21.4738446327586,92.0980125862068,3.0
N1,1004644,link,Z,Box culvert,21.4750549,92.0971663,490.1280952426324
N1,1004645,bridge,A,JOARIANALA,21.4755164496,92.0967866511999,14.0
N1,1004646,bridge,A,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,7.2
N1,1004647,link,Z,Cox.s Bazar 23 km,21.4793604,92.0938886,586.7098358900818
N1,1004648,link,Z,"Cox,s Bazar 24 km",21.4870274,92.0898052,951.4846238678505
N1,1004649,link,Z,"Cox,s Bazar 25 km",21.4901941,92.0818049,899.539726178644
N1,1004650,bridge,A,"ROSHIDNAGAR U,R CULVERT",21.4948695143646,92.0783346952486,14.1
N1,1004651,bridge,A,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,14.0
N1,1004652,link,Z,Cox's Bazar 26km,21.4968608,92.0769438,895.812353781384
N1,1004653,link,Z,Cox's Bazar 27km,21.505,92.0745549,938.1768112132138
N1,1004654,bridge,A,DOLERCHARA CULVERT,21.5051319429577,92.0744452552816,12.4
N1,1004655,bridge,A,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,7.5
N1,1004656,link,Z,Box culvert,21.5069722,92.072916,277.1985723047997
N1,1004657,bridge,A,ROSHIDNAGAR CULVERT,21.5104396976562,92.0708606554687,2.5
N1,1004658,link,Z,Cox.s Bazar 28 km,21.5125556,92.0699438,692.8139484431422
N1,1004659,link,Z,Box culvert,21.5126944,92.0698604,17.681623341050873
N1,1004660,bridge,A,RASHIDNAGAR,21.5137419731132,92.069340890566,3.0
N1,1004661,link,Z,Box culvert,21.5161111,92.068166,418.4047646562915
N1,1004662,bridge,A,KALIRCHAR,21.5195088091891,92.0666746302702,5.0
