name,avg_flood_score,closest_flood_category
Shikdarbari Bridge,0.0,Not Flood Prone
Shikdarkandi Bridge,1.0,Severe River Flooding
Shila bridge,3.0,Low River Flooding
Shilaigora Bridge,5.0,Moderate Flash Flooding
Shilkop Bridge,5.0,Moderate Flash Flooding
Shilpara Montoli Bridge,8.0,Moderate Tidal Surge
Shilwa Bridge,0.0,Not Flood Prone
Shimanar Par Bridge,0.0,Not Flood Prone
Shimul bhangar bridge,0.0,Not Flood Prone
Shimultoli Bridge,3.0,Low River Flooding
Shindoi Bridge,0.0,Not Flood Prone
Shinghora Bridge,5.0,Moderate Flash Flooding
Shingra Bridge,0.0,Not Flood Prone
Shisni Bridge,6.0,Low Flash Flooding
Shisni Rcc Girder Bridge,6.0,Low Flash Flooding
Shitoli Para Bridge,2.0,Moderate River Flooding
Shoalok Bridge-1,0.0,Not Flood Prone
Shoalok Bridge-2,0.0,Not Flood Prone
Shogondi Bridge,0.0,Not Flood Prone
Shohadi Bridge,2.0,Moderate River Flooding
Shohagpur Bridge,3.0,Low River Flooding
Shoilpropat Bridge,0.0,Not Flood Prone
Shoilpropat Bridge-2,0.0,Not Flood Prone
Shoilpropat Bridge-3,0.0,Not Flood Prone
Shol Ghor Bridge-3,3.0,Low River Flooding
Sholakuria Bridge,3.0,Low River Flooding
Sholkata Bridge,5.0,Moderate Flash Flooding
Shologhar-2 bridge,2.0,Moderate River Flooding
Shonapur (2) Bridge,2.0,Moderate River Flooding
Shonapur Bridge,2.0,Moderate River Flooding
Shonapur Ino Bridge,3.0,Low River Flooding
Shondip para Bridge,5.0,Moderate Flash Flooding
Shopno Bridge,7.0,Severe Tidal Surge
Shorno mondir Bridge,0.0,Not Flood Prone
Shossocori Bridge,2.0,Moderate River Flooding
Shotto Pir er Majar Bridge.,0.0,Not Flood Prone
Shpfipur Bridge,0.0,Not Flood Prone
Shubidkhali bridge,8.0,Moderate Tidal Surge
Shuhari Bridge,7.0,Severe Tidal Surge
Shuk Ghar Bridge,0.0,Not Flood Prone
Shuk Thakurgaon-Ruhea Thakurgaon-Ruhea Thakurgaon-RuhShuk,6.0,Low Flash Flooding
Shuk bridge,6.0,Low Flash Flooding
Shukurvanga Bridge.,2.0,Moderate River Flooding
Shutan Bazar Bridge,4.0,Severe Flash Flooding
Shutar para Bridge,1.0,Severe River Flooding
Shutki Bridge,1.0,Severe River Flooding
Shyamgram Bridge,2.0,Moderate River Flooding
Sibmondir Bailey Bridge,0.0,Not Flood Prone
Siddhi Bridge,3.0,Low River Flooding
Siddique Pratap Bridge,3.0,Low River Flooding
Siddique Pratap Bridge.,3.0,Low River Flooding
Sikandarpur Bridge,0.0,Not Flood Prone
Sikol ghat Bridge,0.0,Not Flood Prone
Sikolbaha Bridge-1,5.0,Moderate Flash Flooding
Silampur Bridge,2.0,Moderate River Flooding
Siloktelipara Bridge,0.0,Not Flood Prone
Simbi Bridge,3.0,Low River Flooding
Singe Bipass Bridge,0.0,Not Flood Prone
Single Vent box Culvert,3.0,Low River Flooding
Singoria Bridge,2.0,Moderate River Flooding
Singpara Bridge-1,0.0,Not Flood Prone
Singra Bailey Bridge,0.0,Not Flood Prone
Singra Bridge,0.0,Not Flood Prone
Singranda bridge,3.0,Low River Flooding
Sirajdikhan Bridge,3.0,Low River Flooding
Sirajnagar Bridge,3.0,Low River Flooding
Sitarampur bridge,3.0,Low River Flooding
Skew Culvert.,1.0,Severe River Flooding
Slab Culvert,0.8181818181818182,Severe River Flooding
Slab Culvert.,3.0,Low River Flooding
Slab culvert,0.0,Not Flood Prone
Sloka Steel Bridge,3.0,Low River Flooding
Sluice Gate,1.3333333333333333,Severe River Flooding
Sluice Gate.,3.1739130434782608,Low River Flooding
Sluice gate,2.793103448275862,Low River Flooding
Sluice gate Bridge.,0.0,Not Flood Prone
Sluice gate.,5.111111111111111,Moderate Flash Flooding
Sluicegate.,8.0,Moderate Tidal Surge
Sluiice gate,3.0,Low River Flooding
Small Kustia,2.0,Moderate River Flooding
Small Kustia Bridge,2.0,Moderate River Flooding
Sobangrame Bridge,0.0,Not Flood Prone
Sobopur Bridge,0.0,Not Flood Prone
Sobungrame Bridge-1,0.0,Not Flood Prone
Sogir Kata Bridge,0.0,Not Flood Prone
Sohagi para Bridge,0.0,Not Flood Prone
Sokur Bari Bridge,2.0,Moderate River Flooding
Solakandi Bridge,2.0,Moderate River Flooding
Solamanar majar Bridge,2.0,Moderate River Flooding
Solildia Bridge,2.0,Moderate River Flooding
Solimgonj,2.0,Moderate River Flooding
Sonachari,0.0,Not Flood Prone
Sonada Bridge,2.0,Moderate River Flooding
Sonahat bridge.,2.0,Moderate River Flooding
Sonaimori,3.0,Low River Flooding
Sonaimuri Bridge,3.0,Low River Flooding
Sonaimuri West Bazar Bridge,3.0,Low River Flooding
Sonakazi Bridge,2.0,Moderate River Flooding
Sonakhal Bridge(L),0.0,Not Flood Prone
Sonakhal Bridge(R),0.0,Not Flood Prone
Sonakuri Bridge,2.0,Moderate River Flooding
Sonamukhi Bridge,2.0,Moderate River Flooding
Sonapur Bridge,3.0,Low River Flooding
Sonapur culvert,3.0,Low River Flooding
Sonaram Karbaripara bridge,0.0,Not Flood Prone
Sonarampur,2.0,Moderate River Flooding
Sonarampur (2),2.0,Moderate River Flooding
Sonarampur Bazar Bridge,2.0,Moderate River Flooding
Sonarampur Bridge,4.0,Severe Flash Flooding
Sonarampur Bridge-2,2.0,Moderate River Flooding
Sonargaon Bridge.,0.0,Not Flood Prone
Sonargaon College Bridge,0.0,Not Flood Prone
Sonatola Bridge,2.0,Moderate River Flooding
Sonbari Bridge,1.5,Severe River Flooding
Sonbari Bridge-2,3.0,Low River Flooding
Sonia Beel Bridge,2.0,Moderate River Flooding
Sonir Bohor 6 no. Bridge,2.0,Moderate River Flooding
Sonkhola Para Bridge,0.0,Not Flood Prone
Sotakul box culvert,0.0,Not Flood Prone
Sotun Bridge,0.0,Not Flood Prone
Souderkhal bridge,2.0,Moderate River Flooding
Souladhoho Bazar steel Bridge,2.0,Moderate River Flooding
Soular Bridge,8.0,Moderate Tidal Surge
South Bashoria Bridge,2.0,Moderate River Flooding
South Bisamara Bridge,0.0,Not Flood Prone
South Borodor,0.0,Not Flood Prone
South Gulishakhali Steel Bridge,7.0,Severe Tidal Surge
South Kachia Bridge.,0.0,Not Flood Prone
South Kachia-1 Bridge,0.0,Not Flood Prone
South Kotobdia,5.0,Moderate Flash Flooding
South Sagarnal Bridge,0.0,Not Flood Prone
South Sagarnal Bridge-2,0.0,Not Flood Prone
South Sagarnal Bridge-3,0.0,Not Flood Prone
South Taffalbari bridge,7.0,Severe Tidal Surge
South jospur Bridge,0.0,Not Flood Prone
South kanchona 2 box,0.0,Not Flood Prone
South konagati bridge.,2.0,Moderate River Flooding
Southen Sachar Bridge,3.0,Low River Flooding
Sowratul Bridge,3.0,Low River Flooding
Soyabazar Bridge,2.0,Moderate River Flooding
Soyra Bridge,6.0,Low Flash Flooding
Sreemangal Basti Bridge,2.0,Moderate River Flooding
Sreenagar Bridge,2.0,Moderate River Flooding
Sri vanga Bridge,0.0,Not Flood Prone
SriRampur Bridge,0.0,Not Flood Prone
Sribardi New Bridge,0.0,Not Flood Prone
Srighor Bridge,2.0,Moderate River Flooding
Srimi Bridge,5.0,Moderate Flash Flooding
Srinagar Bazar Bridge,3.0,Low River Flooding
Srinagar Bazar Bridge(east)Bridge,3.0,Low River Flooding
Sripur Bridge.,2.0,Moderate River Flooding
Sripur Krisnopur Bridge,2.0,Moderate River Flooding
Sripur Steel Bridge,2.0,Moderate River Flooding
Srirampur,2.0,Moderate River Flooding
Srirampur Bridge,3.0,Low River Flooding
Srirampur- 2 Bridge,3.0,Low River Flooding
Steel Baily Bridge,2.0,Moderate River Flooding
Steel Bridge,0.0,Not Flood Prone
Suagazi Bridge.,4.0,Severe Flash Flooding
Subadaggu Bridge,0.0,Not Flood Prone
Subashpur Bridge,0.0,Not Flood Prone
Subidkhali bazar bridge,8.0,Moderate Tidal Surge
Subitpur Bridge,6.0,Low Flash Flooding
Suboki Bridge,3.0,Low River Flooding
Subollah Bridge,3.0,Low River Flooding
Sudar road high school bridge,7.0,Severe Tidal Surge
Sukbilas,0.0,Not Flood Prone
Sukbilas Bridge,5.0,Moderate Flash Flooding
Sukny Bridge,0.0,Not Flood Prone
Sultan Shah Bazar bridge,0.0,Not Flood Prone
Sultanpur Uttar Bridge,6.0,Low Flash Flooding
Sumai Bazar Bridge,0.0,Not Flood Prone
Sumona Para Bridge,5.0,Moderate Flash Flooding
Sundari Bridge,7.0,Severe Tidal Surge
Sunotia Bridge,3.0,Low River Flooding
Sutarkanda Bridge,2.0,Moderate River Flooding
Suthi Para Bridge,3.0,Low River Flooding
Sutia bridge,3.0,Low River Flooding
Sutikandi,2.0,Moderate River Flooding
Sutorlori bridge,8.0,Moderate Tidal Surge
Sylhet Rail Line Over Bridge,2.0,Moderate River Flooding
Syphoon Bridge,3.0,Low River Flooding
T. B HOSPITAL GATE BOX CULVERT,0.0,Not Flood Prone
TABGABAR,0.0,Not Flood Prone
TADHANAGAR BOX CUVERT,2.0,Moderate River Flooding
TAGAIL CULVERT,2.0,Moderate River Flooding
TAGORI CUL,3.0,Low River Flooding
TAGURIA CULVERT,3.0,Low River Flooding
TAHORIA CUL,3.0,Low River Flooding
TAI JURI BOX CULVERT,0.0,Not Flood Prone
TAIMPUR PC GIDER BRIDGE,2.0,Moderate River Flooding
TAIRDONG BAILY BRIDGE,0.0,Not Flood Prone
TAISKILO BOX CULVERT,5.0,Moderate Flash Flooding
TAISKILOR MATHA BOX CULVERT,5.0,Moderate Flash Flooding
TAITALA CULVERT,2.0,Moderate River Flooding
TAITALA CULVERT BOX CULVERT,2.0,Moderate River Flooding
TAIVGAL BRIDGE,3.0,Low River Flooding
TAJPUR BAZAR BOX,2.0,Moderate River Flooding
TAJPUR BOX CULVERT,4.0,Severe Flash Flooding
TAJPUR BRIDGE,3.0,Low River Flooding
TAJURABAD,5.0,Moderate Flash Flooding
TAKAR CHORA BAYLI BRIDGE,0.0,Not Flood Prone
TAKATI,3.0,Low River Flooding
TAKATI(2),3.0,Low River Flooding
TAKIRAI BRIDGE,2.0,Moderate River Flooding
TAKUR KANDI CULVERT,5.0,Moderate Flash Flooding
TAL DASHI CULVERT,0.0,Not Flood Prone
TALALPUR BRIDGE,2.0,Moderate River Flooding
TALAPPUR DUB,3.0,Low River Flooding
TALAPUR,3.0,Low River Flooding
TALBARIA,0.0,Not Flood Prone
TALGASTOLA BOX CULVERT,7.0,Severe Tidal Surge
TALIGATI,3.0,Low River Flooding
TALIGATI(2),3.0,Low River Flooding
TALIGATI(3),6.0,Low Flash Flooding
TALIGATI(4),6.0,Low Flash Flooding
TALIKATI,3.0,Low River Flooding
TALIMPUR (BAHARPUR),2.0,Moderate River Flooding
TALIPARA BOX CULVERT,2.0,Moderate River Flooding
TALJURI BOX CULVERT,0.0,Not Flood Prone
TALKICULVERT,0.0,Not Flood Prone
TALOCKDAR PARA,0.0,Not Flood Prone
TALOCKDNR PARA BOX CULVERT,0.0,Not Flood Prone
TALOR CHAND BRIDGE,0.0,Not Flood Prone
TALTLI BOX CULVERT,7.0,Severe Tidal Surge
TALTOLA BOX CULVERT,2.0,Moderate River Flooding
TALTOLA BRIDGE,2.0,Moderate River Flooding
TALTULI BRIDGE,0.0,Not Flood Prone
TALTULY SLAB CULVERT,5.0,Moderate Flash Flooding
TALUGARAR,4.0,Severe Flash Flooding
TAMOLANG (3)BAILEY BRIDGE,0.0,Not Flood Prone
TANA BAZAR,2.0,Moderate River Flooding
TANACHARA BRIDGE,3.0,Low River Flooding
TANARI BOTTOLA CULVERT,0.0,Not Flood Prone
TANARI BOX CULVERT,0.0,Not Flood Prone
TANARPAR DRIDGE,2.0,Moderate River Flooding
TANGABAR,0.0,Not Flood Prone
TANGABOR,0.0,Not Flood Prone
TANGAHAT BOX CULVERT,0.0,Not Flood Prone
TANGAIL SLAB CULVERT,3.0,Low River Flooding
TANGAILCulvert,2.0,Moderate River Flooding
TANGAPARA,0.0,Not Flood Prone
TANGOBAR,0.0,Not Flood Prone
TANGOBOR,0.0,Not Flood Prone
TANGORA CULVERT,0.0,Not Flood Prone
TANGRA BARI,3.0,Low River Flooding
TANGRA BARI(2),3.0,Low River Flooding
TANGRI PARA BRIDGE(L),3.0,Low River Flooding
TANGURI,0.0,Not Flood Prone
TANRA BAZAR BOX CULVERT,0.0,Not Flood Prone
TANSABOR,0.0,Not Flood Prone
TANSHIVTRA PUR CULVERT (1),0.0,Not Flood Prone
TANSHUTRA PUR BRIDGE (2),0.0,Not Flood Prone
TANSTATION BOX CULVERT,0.0,Not Flood Prone
TANTO CULVERT,0.0,Not Flood Prone
TAPIRHAR CULVERT,0.0,Not Flood Prone
TARA BOHOR CULVERT,0.0,Not Flood Prone
TARA BORIA,0.0,Not Flood Prone
TARA BOTTOR BOX CULVERT,0.0,Not Flood Prone
TARA KHAI BRIDGE,2.0,Moderate River Flooding
TARA NAGAR,3.0,Low River Flooding
TARABHOR BOX CULVERT,0.0,Not Flood Prone
TARABO CULVERT,0.0,Not Flood Prone
TARABONIA,0.0,Not Flood Prone
TARACHANDA,5.0,Moderate Flash Flooding
TARACUKA,0.0,Not Flood Prone
TARAIKANDI BOX CULVERT,4.0,Severe Flash Flooding
TARAIL,6.0,Low Flash Flooding
TARAIL(2),6.0,Low Flash Flooding
TARAKANDA BRIDGE,0.0,Not Flood Prone
TARAKANDI BOX CULVERT,3.0,Low River Flooding
TARAKANDI CUL,3.0,Low River Flooding
TARAKANDI FERTILIZER,2.0,Moderate River Flooding
TARAKANDI NEAR,2.0,Moderate River Flooding
TARAKANDI(1),2.0,Moderate River Flooding
TARAKANDI(2),2.0,Moderate River Flooding
TARAKANDI(3),2.0,Moderate River Flooding
TARAKANDI(4),2.0,Moderate River Flooding
TARAKANDI-2,0.0,Not Flood Prone
TARAKANDIA SLAB CULVERT,3.0,Low River Flooding
TARAKHAI BOX CULVERT,2.0,Moderate River Flooding
TARAKINDI BOX CULVERT,0.0,Not Flood Prone
TARAT BOX CULVERT,5.0,Moderate Flash Flooding
TARATI BAZAR,0.0,Not Flood Prone
TARATIA BAZAR BOX CULVERT,0.0,Not Flood Prone
TARATIRAZ RAM RAM PUR BOX CULVERT,0.0,Not Flood Prone
TARKI BRIDGE,0.0,Not Flood Prone
TARUA CULVERT,6.0,Low Flash Flooding
TAS SE BRIDGE HOANGK,0.0,Not Flood Prone
TASSI-PARA BAR,0.0,Not Flood Prone
TATI HATI CULVERT,0.0,Not Flood Prone
TATIRDI BOX CULVERT,3.0,Low River Flooding
TATIRONA,2.0,Moderate River Flooding
TATRAYIL RCC GIRDGER,3.0,Low River Flooding
TATULIA,1.5,Severe River Flooding
TATULIA BRAZAR,3.0,Low River Flooding
TATULLA,3.0,Low River Flooding
TATULTALA CULVERT,2.0,Moderate River Flooding
TATULTOLA BOX CULVERT,3.0,Low River Flooding
TATULTOLA(2) BOX CULVERT,3.0,Low River Flooding
TAXI 2,0.0,Not Flood Prone
TAZPUR SLABCULVERT,0.0,Not Flood Prone
TEBARIA BRIDGE,2.0,Moderate River Flooding
TEEN ANI BRIDGE,3.0,Low River Flooding
TEETHPOLA,3.0,Low River Flooding
TEGBARIA BOULA BOX CUVERT,4.0,Severe Flash Flooding
TEGHARI CULVERT,3.0,Low River Flooding
TEKNICAL MORE,7.0,Severe Tidal Surge
TEKURIA BOX CUVERT,4.0,Severe Flash Flooding
TELA BAGAN SLAB CULVERT,0.0,Not Flood Prone
TELARIA CHARA,4.0,Severe Flash Flooding
TELI GRAM BRIDGE,5.0,Moderate Flash Flooding
TELIAPERA SUBMARGE,4.0,Severe Flash Flooding
TENGPARA CULVERT,5.0,Moderate Flash Flooding
TENGRAKHALI,5.0,Moderate Flash Flooding
TENTORI ARCH MASHONARI,0.0,Not Flood Prone
TERGHAT BOX CULVERT,0.0,Not Flood Prone
TEROCH ANDA,5.0,Moderate Flash Flooding
TERPI PUL BONDOR,0.0,Not Flood Prone
TETEEPULA CULVERT,3.0,Low River Flooding
THAGORIA BRIDGE,3.0,Low River Flooding
THAGURAKONA,3.0,Low River Flooding
THAHORIA CUL,3.0,Low River Flooding
THAKAR BAZAR CULVERT,2.0,Moderate River Flooding
THAKUR CHARA BOX,0.0,Not Flood Prone
THAKUR DIGI BOX CULVERT,0.0,Not Flood Prone
THAKURAMATI BOX CULVERT,0.0,Not Flood Prone
THAKURRAMATI BOX CULVERT,0.0,Not Flood Prone
THANAPARISHAD BOX,5.0,Moderate Flash Flooding
THANAR BOX CULVERT,0.0,Not Flood Prone
THANCHI ARMY CAMP BAILEY WITH STEEL DECK,0.0,Not Flood Prone
THANCHI CAMP-2- RCC GIDER BRIDGE,0.0,Not Flood Prone
THANCHI SLAB CULVERT,0.0,Not Flood Prone
THANCHICECK POST BOX CULVERT,0.0,Not Flood Prone
THANDA CHORI,0.0,Not Flood Prone
THANDA CHORI SLAB,5.0,Moderate Flash Flooding
THANDA SORI,0.0,Not Flood Prone
THANDHA CHOR ARCH MASONRY,0.0,Not Flood Prone
THARAR BOX CULVERT,0.0,Not Flood Prone
THAURAKANA,3.0,Low River Flooding
THAURAKONA,3.0,Low River Flooding
THEETPOLA 2,3.0,Low River Flooding
THEETRALA 4,3.0,Low River Flooding
THIGHAR KANDHA BOX CULVERT,3.0,Low River Flooding
THITKHUL BRIDGE,0.0,Not Flood Prone
THOLI BARI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
THOUAKANA,3.0,Low River Flooding
THOURAKANA,3.0,Low River Flooding
THOURAKONA,0.0,Not Flood Prone
THTIHARA BRIDGE,2.0,Moderate River Flooding
THUMBURU SLAB CULVERT,0.0,Not Flood Prone
TIKERPAR BOX CULVERT,0.0,Not Flood Prone
TIKORI KANDI BAZAR,0.0,Not Flood Prone
TILA GOR BOX CULVERT,0.0,Not Flood Prone
TILAGOU BOX CULVERT,0.0,Not Flood Prone
TILLACK PUR RCC GIDER BRIDGE,0.0,Not Flood Prone
TINGOW,2.0,Moderate River Flooding
TINOTADA BRIDGE,0.0,Not Flood Prone
TINTOHORI BAZAR CUL(2),0.0,Not Flood Prone
TINTORI(3) CULVERT,0.0,Not Flood Prone
TIPRA BAZAR BOX CULVERT,4.0,Severe Flash Flooding
TIYACHORI BOX CULVERT,0.0,Not Flood Prone
TNLLAK BOX CULVERT,2.0,Moderate River Flooding
TOBOL CHORI,0.0,Not Flood Prone
TOBOLCHORI,0.0,Not Flood Prone
TOGORIA,2.0,Moderate River Flooding
TOKKAR,0.0,Not Flood Prone
TOLA BAGAN,0.0,Not Flood Prone
TOLAMPUR BOX CULVERT,4.0,Severe Flash Flooding
TOLATULI,3.0,Low River Flooding
TOLKAI TRUSS WITH STEEL DECK,0.0,Not Flood Prone
TOMSON SLAB CULVERT,0.0,Not Flood Prone
TONA BAZAR BOX CULVERT,2.0,Moderate River Flooding
TONGA AGLA BOX CULVERT,0.0,Not Flood Prone
TONGAHAT BOX COULVERT,0.0,Not Flood Prone
TONGI BARI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
TONGIPAR BOX CULVERT,0.0,Not Flood Prone
TONGIRPUR CULVERT,0.0,Not Flood Prone
TONKI (2),0.0,Not Flood Prone
TONKI CULVERT,0.0,Not Flood Prone
TONLI BOX CULVERT,0.0,Not Flood Prone
TORA BRIDGE Smoll-1,0.0,Not Flood Prone
TORAB,7.0,Severe Tidal Surge
TORAGAR CULVERT,3.0,Low River Flooding
TOROL BRIDGE,3.0,Low River Flooding
TOTRASUB MARGE,2.0,Moderate River Flooding
TOWN HALL MORE CULVERT,0.0,Not Flood Prone
TRIMOHONI,0.0,Not Flood Prone
TRIS KILO BOX CULVERT,0.0,Not Flood Prone
TRISAL BAZAR,0.0,Not Flood Prone
TRISAL BAZAR SUB MARCGH,0.0,Not Flood Prone
TRISAL SLAB CULVERT,0.0,Not Flood Prone
TUISALA BRIDGE,0.0,Not Flood Prone
TUKAR BAZAR,2.0,Moderate River Flooding
TUKIRHAT,0.0,Not Flood Prone
TUKYHAT RCC GIDER BRIDGE,0.0,Not Flood Prone
TULA BAGAN,0.0,Not Flood Prone
TULA BAGAN BOX CULVERT,0.0,Not Flood Prone
TULA BAGAN SLAB CULVERT,0.0,Not Flood Prone
TULA BAGAN.,0.0,Not Flood Prone
TULA BAGUN,0.0,Not Flood Prone
TULATULI BRIDGE,0.0,Not Flood Prone
TUMBUNU RCC GIDER BRIDGE,0.0,Not Flood Prone
TUMBURU SLAB CULVERT,0.0,Not Flood Prone
TUMCHAR,7.0,Severe Tidal Surge
TURAG BILMALIA BOX CUL,3.0,Low River Flooding
TURAG BRIDGE,3.0,Low River Flooding
TURAG BRIDGE-2,3.0,Low River Flooding
Tafalbari Bridge,7.0,Severe Tidal Surge
Tagorbari Bridge,8.0,Moderate Tidal Surge
Taherpur Bridge,0.0,Not Flood Prone
Taherpur bridge.,0.0,Not Flood Prone
Tailtupi Bridge,3.0,Low River Flooding
Tairmukh Bridge,0.0,Not Flood Prone
Tajhat Bridge,0.0,Not Flood Prone
Takarmar Baily Bridge,2.0,Moderate River Flooding
Takerhat Bridge,2.0,Moderate River Flooding
Takerhat Bridge.,2.0,Moderate River Flooding
Takirai Bridge,2.0,Moderate River Flooding
Talapur Bridge,3.0,Low River Flooding
Talaripuru,0.0,Not Flood Prone
Talaripuru Bridge,0.0,Not Flood Prone
Talim Nagar Bridge,2.0,Moderate River Flooding
Talimpur Bridge,2.0,Moderate River Flooding
Talora Bridge,0.0,Not Flood Prone
Taltola Bridge,2.0,Moderate River Flooding
Taltolir Bridge,8.0,Moderate Tidal Surge
Talukdar Bridge,2.0,Moderate River Flooding
Talukdar Kandi Bridge,2.0,Moderate River Flooding
Talukdarhat Bailey Bridge,0.0,Not Flood Prone
Talukder hat bridge,8.0,Moderate Tidal Surge
Tana Bridge,0.0,Not Flood Prone
Tanachara Bridge,3.0,Low River Flooding
Tangabari bridge,3.0,Low River Flooding
Tangabazar bridge,3.0,Low River Flooding
Tangon Bridge,6.0,Low Flash Flooding
Tangripara Bridge,3.0,Low River Flooding
Tanshutrapur Bridge,0.0,Not Flood Prone
Tara Shib Bridge,0.0,Not Flood Prone
Tara Small (East) Bridge,0.0,Not Flood Prone
Tara Small (West) Bridge,3.0,Low River Flooding
Tara khai Bridge,2.0,Moderate River Flooding
Tarabaira Bridge,3.0,Low River Flooding
Tarail Bridge,6.0,Low Flash Flooding
Tarakanda bridge,0.0,Not Flood Prone
Tararghat Bridge,0.0,Not Flood Prone
Tarial Bazar Culvert,5.0,Moderate Flash Flooding
Tarki Bridge,0.0,Not Flood Prone
Tarki Culvert,0.0,Not Flood Prone
Tasse Bridge,0.0,Not Flood Prone
Tatihara Bridge,2.0,Moderate River Flooding
Tatipukur Bridge,0.0,Not Flood Prone
Tatirona Bridge,2.0,Moderate River Flooding
Tatulia Bridge,3.0,Low River Flooding
Tatulia bridge,3.0,Low River Flooding
Taychala Bridge -4,0.0,Not Flood Prone
Taychala-5 Bridge,0.0,Not Flood Prone
Tebaria Bridge,0.0,Not Flood Prone
Teghoria bridge,4.0,Severe Flash Flooding
Telaria Chara Bridge,4.0,Severe Flash Flooding
Teleya Bridge,5.0,Moderate Flash Flooding
Teli Bazar Bridge,2.0,Moderate River Flooding
Teli Khal Bridge,2.0,Moderate River Flooding
Teligram Bridge,3.0,Low River Flooding
Telikhalir Bridge,8.0,Moderate Tidal Surge
Telipool Bridge,5.0,Moderate Flash Flooding
Terosri Bridge,3.0,Low River Flooding
Tetu Khali Bridge,2.0,Moderate River Flooding
Tetukhali Bridge,2.0,Moderate River Flooding
Tetukhali bridge,2.0,Moderate River Flooding
Thakurbari Bridge,8.0,Moderate Tidal Surge
Thakurchari Bridge,0.0,Not Flood Prone
Thakurkona bridge,3.0,Low River Flooding
Thana uttar pash Bridge,0.0,Not Flood Prone
Thanapara Bazar Bridge,2.0,Moderate River Flooding
Thandar morh Bridge,2.0,Moderate River Flooding
Tholibari Bridge,0.0,Not Flood Prone
Thonki Bridge,0.0,Not Flood Prone
Tinani Bridge,3.0,Low River Flooding
Tingaon Bridge,2.0,Moderate River Flooding
Tiormari Bridge,0.0,Not Flood Prone
Tirail Bridge,3.0,Low River Flooding
Tista Bridge,0.0,Not Flood Prone
Tista Bridge.,0.0,Not Flood Prone
Titas Bridge,6.0,Low Flash Flooding
Tnt Bridge,2.0,Moderate River Flooding
Toktarpul Bridge,0.0,Not Flood Prone
Tolatuli Bridge,3.0,Low River Flooding
Tolkai Bridge,0.0,Not Flood Prone
Toloi Bridge,0.0,Not Flood Prone
Tomaltala bridge,3.0,Low River Flooding
Tomaltola Bridge,3.0,Low River Flooding
Tongibari Bridge,0.0,Not Flood Prone
Tora Bridge,3.0,Low River Flooding
Toroya Bridge,6.0,Low Flash Flooding
Toynagar,3.0,Low River Flooding
Trimohani Bridge,0.0,Not Flood Prone
Trimohini Bridge,2.0,Moderate River Flooding
Trimohoni Bazar Bridge,0.0,Not Flood Prone
Trimohoni Bridge,1.5,Severe River Flooding
Trisha Bridge,3.0,Low River Flooding
Trishal bridge,0.0,Not Flood Prone
Truss With Steel Deck,0.0,Not Flood Prone
Truss with Timber Deck,0.0,Not Flood Prone
Truss with steel deck,5.0,Moderate Flash Flooding
Ttuana Bridge,8.0,Moderate Tidal Surge
Tuker Bazar Bridge,2.0,Moderate River Flooding
Tulatoli Bridge,0.0,Not Flood Prone
Tulatuli Bridge,5.0,Moderate Flash Flooding
Tulatuli Lohar Bridge,0.0,Not Flood Prone
Tulshiganga Bridge,0.0,Not Flood Prone
Tulshiganga Bridge.,0.0,Not Flood Prone
Tulshimuri Bridge,0.0,Not Flood Prone
Tumshor Bridge,2.0,Moderate River Flooding
Turag Bridge,3.0,Low River Flooding
Turag Bridge-2,3.0,Low River Flooding
Turag Bridge-3,3.0,Low River Flooding
Tushkhali Steel Bridge,7.0,Severe Tidal Surge
UARCHAR BOX CULVERT,2.0,Moderate River Flooding
UARCHAR BRIDGE,2.0,Moderate River Flooding
UARUK BAZAR BOX CULVERT,2.0,Moderate River Flooding
UBAHATA SLAB CULVERT,4.0,Severe Flash Flooding
UDALBANA BAZER,0.0,Not Flood Prone
UDALIYAPUR BRIDGE,2.0,Moderate River Flooding
UDDABAN CULVERT,0.0,Not Flood Prone
UDDABHGANJ BAZAR BRIDGE,0.0,Not Flood Prone
UDDHABGANJ BRIDGE,0.0,Not Flood Prone
UDIRPUR,0.0,Not Flood Prone
UDNACHARA BRIDGE,0.0,Not Flood Prone
UGARIA,2.0,Moderate River Flooding
UGGACHARI BOX,0.0,Not Flood Prone
UGGACHARI BOX CULVERT,0.0,Not Flood Prone
UIGPARA CULVERT,2.0,Moderate River Flooding
UJAN BOYLOR ARCH MASONRY,0.0,Not Flood Prone
UJANCHAR BRIDGE,2.0,Moderate River Flooding
UJANCHAR SUBMARGE,2.0,Moderate River Flooding
UJIR PUR BOX CULVERT,0.0,Not Flood Prone
UJIRPUR,0.0,Not Flood Prone
UKHIYA BAZAR,0.0,Not Flood Prone
UKLIA-SHAHABMARKAT,0.0,Not Flood Prone
UKUHA KANDA CULVERT,3.0,Low River Flooding
UKUHA KANDA SLAB CULVERT,3.0,Low River Flooding
ULAKOLA,0.0,Not Flood Prone
ULASINEY-1- SLAB CULVERT,2.0,Moderate River Flooding
ULASING SLAB CULVERT,2.0,Moderate River Flooding
ULASING-2- RCC GIDER BRIDGE,2.0,Moderate River Flooding
ULI BANIA BOX CULVERT,0.0,Not Flood Prone
ULIBANIA BOX CULVERT,0.0,Not Flood Prone
ULIZARA SUB MARGE BOX CULVERT,0.0,Not Flood Prone
