name,avg_flood_score,closest_flood_category
BAGADI,0.0,Not Flood Prone
BAGAER PARA CULVERT,0.0,Not Flood Prone
BAGAHARI RCC GIDER BRIDGE,2.0,Moderate River Flooding
BAGAICHAN BRIDGE,0.0,Not Flood Prone
BAGAIN SLAB CULVERT,0.0,Not Flood Prone
BAGALPUR MASDI CULVERT,2.0,Moderate River Flooding
BAGAN BARI,3.0,Low River Flooding
BAGAN BAZAR BRIDGE,0.0,Not Flood Prone
BAGAN SLAB CULVERT,0.0,Not Flood Prone
BAGANBARI,0.0,Not Flood Prone
BAGAR,3.0,Low River Flooding
BAGAR BAZAR,3.0,Low River Flooding
BAGARKOHA BRIDGE,2.0,Moderate River Flooding
BAGARPUR,3.0,Low River Flooding
BAGARPUR SLAB CULVERT,0.0,Not Flood Prone
BAGATAPUR BOX CULVERT,2.0,Moderate River Flooding
BAGBARI BOX CULVERT,0.0,Not Flood Prone
BAGCHAR BOX CULVERT,3.0,Low River Flooding
BAGCHUR BOX CULVERT,6.0,Low Flash Flooding
BAGDA BRIDGE,3.0,Low River Flooding
BAGDI - 2 CULVERT,3.0,Low River Flooding
BAGDI BOX CULVERT,3.0,Low River Flooding
BAGER CHORI,0.0,Not Flood Prone
BAGHANAGAR BRIDGE,0.0,Not Flood Prone
BAGHARPARA CULVERT,3.0,Low River Flooding
BAGHBARI CULVERT,0.0,Not Flood Prone
BAGIL C,2.0,Moderate River Flooding
BAGMARA,1.1666666666666667,Severe River Flooding
BAGMARA CULVERT,1.0,Severe River Flooding
BAGNI RCC GIRDER BRIDGE,2.0,Moderate River Flooding
BAGOR BRIDGE,3.0,Low River Flooding
BAGPARA,0.0,Not Flood Prone
BAGRA BAILEY WITH STEEL DECK,1.0,Severe River Flooding
BAGRABAZAR CULVERT,0.0,Not Flood Prone
BAGUMPUR,2.0,Moderate River Flooding
BAGURA BAZAR BOX CUL,0.0,Not Flood Prone
BAGURA BAZAR BRIDGE,2.0,Moderate River Flooding
BAHADUR PARA-1- BAILEY WITH STEEL DECK,5.0,Moderate Flash Flooding
BAHADUR PARA-2- BAILEY WITH STEEL DECK,5.0,Moderate Flash Flooding
BAHADUR PUR,0.0,Not Flood Prone
BAHADUR PUR BOX CUL,2.0,Moderate River Flooding
BAHADURPUR,0.0,Not Flood Prone
BAHADURPUR BOX,2.0,Moderate River Flooding
BAHARMKANPARA CULVERT,0.0,Not Flood Prone
BAHARNAGOR BOX CULVERT,0.0,Not Flood Prone
BAHATTA,3.0,Low River Flooding
BAHMAVQ,0.0,Not Flood Prone
BAHORGUNA BOX CULVERT,5.0,Moderate Flash Flooding
BAHUR BAG,2.0,Moderate River Flooding
BAHYLAS BOX CULVERT,2.0,Moderate River Flooding
BAICHAGORA BOX CULVERT,3.0,Low River Flooding
BAICHIR PUR CULVERT,3.0,Low River Flooding
BAIDGARM,2.0,Moderate River Flooding
BAIKANTAPUR,0.0,Not Flood Prone
BAIKANTAPUR-2,0.0,Not Flood Prone
BAILAKANDI CULVERT,2.0,Moderate River Flooding
BAILAPUR BRIDGE(R),3.0,Low River Flooding
BAILEY BRIDGE,0.0,Not Flood Prone
BAILEY WITH STEEL DECK,4.666666666666667,Moderate Flash Flooding
BAINA BOX CULVERT,4.0,Severe Flash Flooding
BAIRA PARA BRIDGE,3.0,Low River Flooding
BAIRA STAND BOX CULVERT,3.0,Low River Flooding
BAIRAPARA,3.0,Low River Flooding
BAISDAR,3.0,Low River Flooding
BAISHA,0.0,Not Flood Prone
BAISHDAR,3.0,Low River Flooding
BAISHPAR,3.0,Low River Flooding
BAIT PARA,0.0,Not Flood Prone
BAIU SHAR CULVERT,3.0,Low River Flooding
BAJALIA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
BAJALIA BOX CULVERT,0.0,Not Flood Prone
BAJALIA BRIDGL 1,0.0,Not Flood Prone
BAJITPUR,0.0,Not Flood Prone
BAJITPUR(2),0.0,Not Flood Prone
BAJNABOR BOX CULVERT,3.0,Low River Flooding
BAKAL,0.0,Not Flood Prone
BAKALIA BOX CULVERT,0.0,Not Flood Prone
BAKCHAR BRIDGE,2.0,Moderate River Flooding
BAKER BAZAR BOX CULVERT,8.0,Moderate Tidal Surge
BAKHAR NAGAR RCC GIDER BRIDGE,0.0,Not Flood Prone
BAKHARNAGAR BOX CULVERT,4.0,Severe Flash Flooding
BAKICHARA,0.0,Not Flood Prone
BAKILA CULVERT,3.0,Low River Flooding
BAKILA CULVERT 2,3.0,Low River Flooding
BAKILA- MATLAB RCC GIDER BRIDGE,3.0,Low River Flooding
BAKIRA PARA BOX,2.0,Moderate River Flooding
BAKIRAPARA 2,2.0,Moderate River Flooding
BAKKHALI BRIDGE,5.0,Moderate Flash Flooding
BAKKON BRALAKAT BAILEY WITH STEEL DECK,3.0,Low River Flooding
BAKON NAGAR BOX CULVERT,0.0,Not Flood Prone
BAKRA BOX CULVERT,3.0,Low River Flooding
BAKSHARA CULVERT,0.0,Not Flood Prone
BAKSIGANG NAMUPARA,0.0,Not Flood Prone
BAKTUPUR CULVERT,0.0,Not Flood Prone
BALABO SLUB,0.0,Not Flood Prone
BALAGHATA 2 CULVERT,0.0,Not Flood Prone
BALAIMARCH,2.0,Moderate River Flooding
BALAKATA BAYLI BRIDGE,0.0,Not Flood Prone
BALAKHAL CULVERT,3.0,Low River Flooding
BALANAGAR BRIDGE,3.0,Low River Flooding
BALCHARA BOX,5.0,Moderate Flash Flooding
BALCHARI,0.0,Not Flood Prone
BALCHO BAZAR CULVERT,3.0,Low River Flooding
BALDHA KHAL RCC GIDER BRIDGE,2.0,Moderate River Flooding
BALETOLA BRIDGE,2.0,Moderate River Flooding
BALGHOR,5.0,Moderate Flash Flooding
BALHACHOWMOHONE BRIDGE,3.0,Low River Flooding
BALIA RCC GIDER BRIDGE,2.0,Moderate River Flooding
BALIA TOLI,3.0,Low River Flooding
BALIACHAR BRIDGE,2.0,Moderate River Flooding
BALIACHARI,0.0,Not Flood Prone
BALIADI,2.0,Moderate River Flooding
BALIADI(2),2.0,Moderate River Flooding
BALIADI(3),2.0,Moderate River Flooding
BALIADIKONE CULVERT,2.0,Moderate River Flooding
BALIATOLI CULVERT,3.0,Low River Flooding
BALICHAND (2),5.0,Moderate Flash Flooding
BALICHANDA,5.0,Moderate Flash Flooding
BALICHANDRA,5.0,Moderate Flash Flooding
BALICHARDA,5.0,Moderate Flash Flooding
BALIEGOAN,0.0,Not Flood Prone
BALIGAON,0.0,Not Flood Prone
BALIGAON BAILEY WITH STEEL DECK,0.0,Not Flood Prone
BALIKHAL STEEL BRIDGE,0.0,Not Flood Prone
BALIPARA,0.0,Not Flood Prone
BALKA KHOLA BRIDGE,5.0,Moderate Flash Flooding
BALLAI CUVERT,2.0,Moderate River Flooding
BALLAPOLL BAILEY WITH STEEL DECK BRIDGE,2.0,Moderate River Flooding
BALLAR POOL BOX CULVERT,2.0,Moderate River Flooding
BALLUR CHORA,0.0,Not Flood Prone
BALONTEK RCC GIDER BRIDGE,5.0,Moderate Flash Flooding
BALRA BAZAR RCC GIDER BRIDGE,3.0,Low River Flooding
BALTOL RCC GIDER BRIDGE,0.0,Not Flood Prone
BALTOLI BRIDGE,3.0,Low River Flooding
BALTOLI CULVERT,3.0,Low River Flooding
BALU CHORI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
BALU KHALI -2 BOX CULVERT,0.0,Not Flood Prone
BALU KHALI-3 BOX CULVERT,0.0,Not Flood Prone
BALUAGHAT BAZAR,5.0,Moderate Flash Flooding
BALUCHARA,0.0,Not Flood Prone
BALUJURI BOX CULVERT,8.0,Moderate Tidal Surge
BALUR KHALI -(1) RCC GIDER BRIDGE,0.0,Not Flood Prone
BALUTILA BAZAR,0.0,Not Flood Prone
BALUZURI 2 CULVERT,8.0,Moderate Tidal Surge
BAMI CUL,0.0,Not Flood Prone
BAMON SO SAN BOX CULVERT,3.0,Low River Flooding
BAMONDI SUB MARGE,3.0,Low River Flooding
BAMONDI SUB MARGE CULVERT,3.0,Low River Flooding
BAMONDOGOTI CULVERT,3.0,Low River Flooding
BAMONGRARA,0.0,Not Flood Prone
BAMRA CULVERT,0.0,Not Flood Prone
BAMUI BARO BAZAR CULVERT,0.0,Not Flood Prone
BAMURI SLAB CULVERT,0.0,Not Flood Prone
BANALATA BOX CULVERT,0.0,Not Flood Prone
BANANI,0.0,Not Flood Prone
BANANI CHAR RCC BRIDGE,0.0,Not Flood Prone
BANAODAB GUPLAR BRIDGE,2.0,Moderate River Flooding
BANARI BRIDGE,3.0,Low River Flooding
BANARI PARA BOX CULVERT,3.0,Low River Flooding
BANARPAR,2.0,Moderate River Flooding
BANCHA NAGAR CULVERT,0.0,Not Flood Prone
BANCHAMPUR BRIDGE,2.0,Moderate River Flooding
BANCHARAMPUR BRIDGE,2.0,Moderate River Flooding
BANCHARAMPUR-2-SLAB CULVERT,2.0,Moderate River Flooding
BANCHLY,2.0,Moderate River Flooding
BANCHLY BRIDGE,2.0,Moderate River Flooding
BANCHRAMPUR RCC GIDER BRIDGE,2.0,Moderate River Flooding
BANCHRAMPUR-1-SLAB CULVERT,2.0,Moderate River Flooding
BANCHRAMPUR-5- SLAB CULVERT,2.0,Moderate River Flooding
BANDA,0.0,Not Flood Prone
BANDA BARI CULVERT,0.0,Not Flood Prone
BANDA(2),0.0,Not Flood Prone
BANDA(3),0.0,Not Flood Prone
BANDABO BOX CULVERT,0.0,Not Flood Prone
BANDAKHOLA BOX CULVERT,0.0,Not Flood Prone
BANDAPARA,0.0,Not Flood Prone
BANDARDIA -2 BOX CULVERT,3.0,Low River Flooding
BANDI BAZAR BOX CULVERT,0.0,Not Flood Prone
BANDOR BON BRIDGE,0.0,Not Flood Prone
BANDORDIA 1 BOX,3.0,Low River Flooding
BANDORDIA BOX CULVERT,3.0,Low River Flooding
BANDORTAH,7.0,Severe Tidal Surge
BANDUA 1,7.0,Severe Tidal Surge
BANDURA(2),0.0,Not Flood Prone
BANER CHALA,0.0,Not Flood Prone
BANG CHARI SLAB CULVERT,0.0,Not Flood Prone
BANG CHORI ARCH MASONRY,0.0,Not Flood Prone
BANGA DAN ARCH,8.0,Moderate Tidal Surge
BANGADOBA,4.0,Severe Flash Flooding
BANGADOBA BOX CULVERT,4.0,Severe Flash Flooding
BANGAL PARA BRIDGE,3.0,Low River Flooding
BANGALHALIA BAZAR,0.0,Not Flood Prone
BANGAPOOL BOX CULVERT,5.0,Moderate Flash Flooding
BANGARA BRIDGE,2.0,Moderate River Flooding
BANGARPUR CULVERT,2.0,Moderate River Flooding
BANGCHORI BAILY WITH STEEL DEEK,0.0,Not Flood Prone
BANGCHORI SUB MARGRI,0.0,Not Flood Prone
BANGGAPUL RCC GIDER BRIDGE,2.0,Moderate River Flooding
BANGGURA SLAB CULVERT,0.0,Not Flood Prone
BANGGURZ BRIDGE,0.0,Not Flood Prone
BANGHAR POL,0.0,Not Flood Prone
BANGLA BAZAN BRIDGE,1.0,Severe River Flooding
BANGLA BAZAR,1.0,Severe River Flooding
BANGLA BAZAR BOX CULVERT,3.0,Low River Flooding
BANGLABAZAR BOX CULVERT,2.0,Moderate River Flooding
BANGLADESH 1 BOX CULVERT,0.0,Not Flood Prone
BANGMARA BOX CULVERT,0.0,Not Flood Prone
BANGNAHATI CULVERT,0.0,Not Flood Prone
BANGNUHATI CULVERT,0.0,Not Flood Prone
BANGOR PAR BRIDGE 2,2.0,Moderate River Flooding
BANGRA TABOR,0.0,Not Flood Prone
BANGSAMA,0.0,Not Flood Prone
BANGSHAI BRIDGE,0.0,Not Flood Prone
BANGUN,0.0,Not Flood Prone
BANGURA BAZAR CUL,5.0,Moderate Flash Flooding
BANIA,0.0,Not Flood Prone
BANIA BARI,0.0,Not Flood Prone
BANIA BARI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
BANIA BAZAR,0.0,Not Flood Prone
BANIA GURI BRIDGE,2.0,Moderate River Flooding
BANIA KANDA BOXCULVERT,4.0,Severe Flash Flooding
BANIACHAR BOX CULVERT,2.0,Moderate River Flooding
BANIACHARA 1,0.0,Not Flood Prone
BANIACHARA 2,0.0,Not Flood Prone
BANIACHARA 3,0.0,Not Flood Prone
BANIAGUN,3.0,Low River Flooding
BANIAGUN(2),3.0,Low River Flooding
BANIAGUN(3),3.0,Low River Flooding
BANIAKANDA CULVERT,3.0,Low River Flooding
BANIAKANDI ARCH MASONRY,0.0,Not Flood Prone
BANIAPARA BOX CULVERT,1.5,Severe River Flooding
BANIAR CHANG BOX CULVERT,0.0,Not Flood Prone
BANIARCHALA BOX CULVERT,0.0,Not Flood Prone
BANIGRAM BOX CULVERT,5.0,Moderate Flash Flooding
BANIHARAMPUR BRIDGE,2.0,Moderate River Flooding
BANIK GRAM BOX CULVERT,5.0,Moderate Flash Flooding
BANIK GROM,5.0,Moderate Flash Flooding
BANIKGRAM BOX CULVERT,5.0,Moderate Flash Flooding
BANIYA CHONG BRIDGE,2.0,Moderate River Flooding
BANIYA CHONG CULVERT,2.0,Moderate River Flooding
BANIYAR CHORA,5.0,Moderate Flash Flooding
BANJGURA CULVERT,0.0,Not Flood Prone
BANNAL BRIDGE,0.0,Not Flood Prone
BANNAL SLAB CULVERT,0.0,Not Flood Prone
BANNAYA,2.0,Moderate River Flooding
BANNAYA BOX,2.0,Moderate River Flooding
BANNAYA CULVERT,2.0,Moderate River Flooding
BANOA BOX CULVERT,3.0,Low River Flooding
BANSHA BAZAR CULVERT,3.0,Low River Flooding
BANTI BOX CULVERT,0.0,Not Flood Prone
BANTI BRIDGE,0.0,Not Flood Prone
BANZAN CULVERT,2.0,Moderate River Flooding
BAPAIPUKURPAR,7.0,Severe Tidal Surge
BAPAR BOX CULVERT,0.0,Not Flood Prone
BAPARIA PARA BOX CULVERT,0.0,Not Flood Prone
BAPKI,3.0,Low River Flooding
BAPUTI PARA BOX CULVERT,3.0,Low River Flooding
BAPUTI PARA SLAB CULVERT,3.0,Low River Flooding
BARA GAON,0.0,Not Flood Prone
BARAB KUNDO SLAB CULVERD,5.0,Moderate Flash Flooding
BARAI PARA,3.0,Low River Flooding
BARAICHA CULVERT,3.0,Low River Flooding
BARAICHARI BOX CULVERT,0.0,Not Flood Prone
BARAIDALA(2),5.0,Moderate Flash Flooding
BARAIDAR CHALA,0.0,Not Flood Prone
BARAIKHALI BAILEY,2.0,Moderate River Flooding
BARAIKHALI BAZAR,2.0,Moderate River Flooding
BARAIPARA,3.0,Low River Flooding
BARAITALI 1,5.0,Moderate Flash Flooding
BARAITAT,0.0,Not Flood Prone
BARAITULA BUSTANT CULVERT,3.0,Low River Flooding
BARANI BRIDGE,2.0,Moderate River Flooding
BARAOWLLA BOX CULVERT,5.0,Moderate Flash Flooding
BARAPUSA Culvert,1.0,Severe River Flooding
BARARI BRIDGE,2.0,Moderate River Flooding
BARATALI,5.0,Moderate Flash Flooding
BARAYEDE RCHALA BOX CULVERT,0.0,Not Flood Prone
BARD SUBMARGE SLAB CULVERT,4.0,Severe Flash Flooding
BARDI BOX CULVERT,0.0,Not Flood Prone
BARERA CULVERT,3.0,Low River Flooding
BARHA BOX CULVERT,2.0,Moderate River Flooding
BARHATT BAZAR,3.0,Low River Flooding
BARHATTA,3.0,Low River Flooding
BARHATTA BAZAR,3.0,Low River Flooding
BARIGAON BOX CULVERT,0.0,Not Flood Prone
BARIHGA,0.0,Not Flood Prone
BARIKANDI CULVERT,0.0,Not Flood Prone
BARIKHALI BRIDGE,2.0,Moderate River Flooding
BARIM GRAM,0.0,Not Flood Prone
BARIMA BOX CULVERT,0.0,Not Flood Prone
BARINGA(MATTOM),0.0,Not Flood Prone
BARIPOLE BOX,0.0,Not Flood Prone
BARIRGA,0.0,Not Flood Prone
BARIRMATHA BRIDGE,0.0,Not Flood Prone
BARIUSA RCC GIDER BRIDGE,6.0,Low Flash Flooding
BARIUSE BOX CULVERT,6.0,Low Flash Flooding
BARIXANDI SLAB CULVERT,2.0,Moderate River Flooding
BARKA BAZ BRIDGE,3.0,Low River Flooding
BARKAPON BOX CULVERT,0.0,Not Flood Prone
BARKCPON BOX CULVERT,0.0,Not Flood Prone
BARKHAM NOTON BARAR,3.0,Low River Flooding
BARMANERTEK BOX CULVERT,0.0,Not Flood Prone
BARMON BAZAR BRIDGE,0.0,Not Flood Prone
BARO AWLIA(R),0.0,Not Flood Prone
BARO BHBO RCC GIRDER,0.0,Not Flood Prone
BARO CHAR BOX CULVERT,0.0,Not Flood Prone
BARO CLAR BRIDGE,0.0,Not Flood Prone
BARO GONIA (1) ARCH MASONRY,0.0,Not Flood Prone
BARO GONIA (2) ARCH MASONRY,0.0,Not Flood Prone
BARO HARON BAZAR BAILEY WITH STEEL DECK,6.0,Low Flash Flooding
BARO KHULA BOX CULVERT,2.0,Moderate River Flooding
BARO PC GIDER BRIDGE,3.0,Low River Flooding
BARO PHAKHYA,3.0,Low River Flooding
BARO RAIKKA BOX CUL,3.0,Low River Flooding
BARO THAKUR BRIDGE,2.0,Moderate River Flooding
BARO-CUNDHOW BOX CULVERT,5.0,Moderate Flash Flooding
BAROAGE BOX CULVERT,2.0,Moderate River Flooding
BAROCONDO BRIDGE,5.0,Moderate Flash Flooding
BAROGINDO CULVERT,5.0,Moderate Flash Flooding
BAROGONDIA SLAB CULVERT,3.0,Low River Flooding
BAROGORA,0.0,Not Flood Prone
BAROGORA CULVERT (2),3.0,Low River Flooding
BAROGORIA,3.0,Low River Flooding
BAROLIA BAILEY,0.0,Not Flood Prone
BAROMARY,5.0,Moderate Flash Flooding
BAROMARY CULVERT,0.0,Not Flood Prone
BAROPAL SLAB CULVERT,3.0,Low River Flooding
BAROPLKA CULVERT,3.0,Low River Flooding
BARORA,2.0,Moderate River Flooding
BAROTHALI RCC GIRDE BRIDGE,2.0,Moderate River Flooding
BAROUL BAZAR RCC GIDER BRIDGE,3.0,Low River Flooding
BAROYARHAT BOX CULVERT,5.0,Moderate Flash Flooding
BARRA (3)BOX CULVERT,2.0,Moderate River Flooding
BARRA 2 BOX CUL,2.0,Moderate River Flooding
BARRA BOX,2.0,Moderate River Flooding
BARRA BOX CUL,2.0,Moderate River Flooding
BARRA BOX CULVERT,2.0,Moderate River Flooding
BARSH BARIA BRIDGE,5.0,Moderate Flash Flooding
BARUARA BRIDGE.,2.0,Moderate River Flooding
BARUARTEK,5.0,Moderate Flash Flooding
BARUL SLAB CULVERT,3.0,Low River Flooding
BARURA,2.0,Moderate River Flooding
BARURA BAZAR,2.0,Moderate River Flooding
BARURA BOX CULVERT,3.3333333333333335,Low River Flooding
BARURA SLAB CULVERT,2.0,Moderate River Flooding
BARURA SUBMARGE,2.0,Moderate River Flooding
BARUWAL BRIDGE,2.0,Moderate River Flooding
BASAGOGA BOX,3.0,Low River Flooding
BASAGOGONJ CULVERT,0.0,Not Flood Prone
BASAIL BRIDGE OVER ROAD,3.0,Low River Flooding
BASARTPARA,0.0,Not Flood Prone
BASARTPARA(2),0.0,Not Flood Prone
BASATI CUL,4.0,Severe Flash Flooding
BASATI CULVERT,3.0,Low River Flooding
BASAYA CULVERT,3.0,Low River Flooding
BASGAON STAND CULVERT,3.0,Low River Flooding
BASHAKOTU BOX CULVERT,0.0,Not Flood Prone
BASHATI,3.0,Low River Flooding
BASHERPUR,0.0,Not Flood Prone
BASHINA BOX CULVERT,4.0,Severe Flash Flooding
BASHKAYT CUVERT,3.0,Low River Flooding
BASHKHALI UTTOR,5.0,Moderate Flash Flooding
BASHONTA PUR (2),0.0,Not Flood Prone
BASHTALA BRIDGE,3.0,Low River Flooding
BASHU BAZER BOX CULVERT,0.0,Not Flood Prone
BASHUINA BOX CULVERT,4.0,Severe Flash Flooding
BASIC ARIA (1),5.0,Moderate Flash Flooding
BASIRPUR BOX CULVERT,0.0,Not Flood Prone
BASIWALY RCC BRIDGE,3.0,Low River Flooding
BASKHILA CULVERT,3.0,Low River Flooding
BASNAL BRIDGE,0.0,Not Flood Prone
BASORI BRIDGE OVER,3.0,Low River Flooding
BASSHATI BOX CULVERT,0.0,Not Flood Prone
BASTTA,3.0,Low River Flooding
BASTU CULVERT,3.0,Low River Flooding
BASURA,0.0,Not Flood Prone
BAT TALY RCC GIDER BRIDGE,0.0,Not Flood Prone
BATA BARIA RCC BRIDGE,2.0,Moderate River Flooding
BATA BHARIA,0.0,Not Flood Prone
BATA PUR,1.5,Severe River Flooding
BATAGORI (4) BRIDGE,0.0,Not Flood Prone
BATAJURI,0.0,Not Flood Prone
BATAKADI BRIDGE,2.0,Moderate River Flooding
BATAKALI,0.0,Not Flood Prone
BATAKANDI CULVERT,2.0,Moderate River Flooding
BATAPUR BOX CULVERT,2.0,Moderate River Flooding
BATAPUR CULVERT,3.0,Low River Flooding
BATAR SHAR CULVERT,2.0,Moderate River Flooding
BATARA RCC GIDER BRIDGE,2.0,Moderate River Flooding
BATARSHAR CULVERT 2,2.0,Moderate River Flooding
BATETOLI BAILEY WITH STEEL DECK(L),3.0,Low River Flooding
BATH CHAR,0.0,Not Flood Prone
BATH CHARA,0.0,Not Flood Prone
BATH CHARI,0.0,Not Flood Prone
BATHAGI BRIDGE,5.0,Moderate Flash Flooding
BATHAIAR KANDI SLAB CULVERT,0.0,Not Flood Prone
BATHBARIA BOX CULVERT,6.0,Low Flash Flooding
BATHCHARA,0.0,Not Flood Prone
BATHTOLA-2 BOX CULVERT,6.0,Low Flash Flooding
BATIAKANDI SLAB CULVERT,3.0,Low River Flooding
BATIALA CULVERT,0.0,Not Flood Prone
BATIPARA,3.0,Low River Flooding
BATIPARA BOX CULVERT,0.0,Not Flood Prone
BATIPARA SLAB CULVERT,0.0,Not Flood Prone
BATIXIN BRIDGE,5.0,Moderate Flash Flooding
BATTA BRIDGE,3.0,Low River Flooding
BATTAL,0.0,Not Flood Prone
BATULIA STEEL,3.0,Low River Flooding
BAUGARA,2.0,Moderate River Flooding
BAUSI,2.0,Moderate River Flooding
BAUSI(2),2.0,Moderate River Flooding
BAUSI(3),2.0,Moderate River Flooding
BAWALI,2.0,Moderate River Flooding
BAWRA PARA BRIDGE,3.0,Low River Flooding
BAWS BRIDGE,2.0,Moderate River Flooding
BAWSI BRIDGE,3.0,Low River Flooding
BAXKHALI BAILEY WITH STEEL DECK,0.0,Not Flood Prone
BAYAK CULVERT,3.0,Low River Flooding
BAYCHATALA SWITCH GET,3.0,Low River Flooding
BAYEK BAZAR BRIDGE,6.0,Low Flash Flooding
BAYILLACLAVI,0.0,Not Flood Prone
BAYSKHOLA BOX CULVERT,2.0,Moderate River Flooding
BAYSTALA RCC BRIDGE,2.0,Moderate River Flooding
BAYULPUR CULVERT,2.0,Moderate River Flooding
BAZALIA BOX CULVERT,0.0,Not Flood Prone
BAZANDERPUR FROM,0.0,Not Flood Prone
BAZAR BOX CULVERT,3.0,Low River Flooding
BAZAR HASAN SUB MARGE,3.0,Low River Flooding
BAZERPARA CULVERT,0.0,Not Flood Prone
BDAR PUR BOX CULVERT,0.0,Not Flood Prone
BEARGA,0.0,Not Flood Prone
BEEIK ALAKA BRIDGE,4.0,Severe Flash Flooding
BEGUMPUR BOX CULVERT,0.0,Not Flood Prone
BEGURA 2 PC GIRDER BRIDGE,4.0,Severe Flash Flooding
BEGURGA 1 PC GIRDER BRIDGE,4.0,Severe Flash Flooding
BEJOYNOGER CULVERT,0.0,Not Flood Prone
BELGOR BOX CULVERT,4.0,Severe Flash Flooding
BELGOR CULVERT,4.0,Severe Flash Flooding
BELTALI BRIDGE,2.0,Moderate River Flooding
BELTIA CULVRT,2.0,Moderate River Flooding
BELTILE,3.0,Low River Flooding
BENGMARA,0.0,Not Flood Prone
BENGMARA CULVERT,0.0,Not Flood Prone
BENGMARA CULVERT.,0.0,Not Flood Prone
BENGORATOLI SLAB CUL,5.0,Moderate Flash Flooding
BERNAYA CULVERT,2.0,Moderate River Flooding
BEROLIA BRIDGE,0.0,Not Flood Prone
BESIC AREA,5.0,Moderate Flash Flooding
BET BUNIA ARCH MA,5.0,Moderate Flash Flooding
BETBEAINA BOX CULVERT,5.0,Moderate Flash Flooding
BETBUNIA ARCH MASONRY,5.0,Moderate Flash Flooding
BETBUNIA BOX CULVERT,5.0,Moderate Flash Flooding
BETH CHORI BOX CULVERT,0.0,Not Flood Prone
BETHKA BRIDGE,3.0,Low River Flooding
BETHTOLA BOX CULVERT,6.0,Low Flash Flooding
BEZERHAT BRIDGE,3.0,Low River Flooding
BHABAHIGONG,7.0,Severe Tidal Surge
BHABER CHAR BRIDGE,2.0,Moderate River Flooding
BHABER CHAR CULVERT,2.0,Moderate River Flooding
BHADRA BOX CULVERT,3.0,Low River Flooding
BHAIMPUR,2.0,Moderate River Flooding
BHAIRAB BRIDGE,0.0,Not Flood Prone
BHAIRAB END SIDE CULVERT,0.0,Not Flood Prone
BHAIRAB GONG CULVERT,2.0,Moderate River Flooding
BHAIRAURA,3.0,Low River Flooding
BHAIROB SIDE CULVERT,0.0,Not Flood Prone
BHAKNOR NAGAR,0.0,Not Flood Prone
BHALUKA BAZAR BOX CULVERT,0.0,Not Flood Prone
BHALUKA BRIDGE,0.0,Not Flood Prone
BHAONRIPUR RCC GIDER BRIDGE,3.0,Low River Flooding
BHARASAR BAZAR CULVERT,4.0,Severe Flash Flooding
BHAROSAR BRIDGE,4.0,Severe Flash Flooding
BHAROSAR CULVERT,4.0,Severe Flash Flooding
BHATIR CHAR BRIDGE,2.0,Moderate River Flooding
BHERCHUR,3.0,Low River Flooding
BHIRALLA BOX CULVERT,2.0,Moderate River Flooding
BHIRCHUR CULVERT,3.0,Low River Flooding
BHOBONGUR BRIDGE,3.0,Low River Flooding
BHODA CHORI BAILEY WITH STEELDECK,0.0,Not Flood Prone
BHOTAKHALI,4.0,Severe Flash Flooding
BHOTRA BOX CULVERT,3.0,Low River Flooding
BHUALIPUR CULVERT,3.0,Low River Flooding
BHUAPUR,2.0,Moderate River Flooding
BHUAPUR BRIDGE,2.0,Moderate River Flooding
BHUAPUR SLUB,2.0,Moderate River Flooding
BHUGHACHAR 1,0.0,Not Flood Prone
BHULTA BOX CULVERT,0.0,Not Flood Prone
BHULTA-1-BOX CULVERT,0.0,Not Flood Prone
BHUMSHAR BRIDGE,3.0,Low River Flooding
BHUMURIA CULVERT,3.0,Low River Flooding
BHUNIPUR BOX CULVERT,3.0,Low River Flooding
BHUSHI BRIDGE,0.0,Not Flood Prone
BHUTILI BOX,0.0,Not Flood Prone
BHUYAI BOX CULVERT,0.0,Not Flood Prone
BHUYAI BRIDGE,0.0,Not Flood Prone
BHUYAIN DIGI CULVERT,3.0,Low River Flooding
BIBIR HAT BRIDEG,0.0,Not Flood Prone
BICHITULA CULVERT,0.0,Not Flood Prone
BIDANUR,0.0,Not Flood Prone
BIDARUR,0.0,Not Flood Prone
BIDDNOR,3.0,Low River Flooding
BIDDRUN,3.0,Low River Flooding
BIDMAN SUBMARGE,0.0,Not Flood Prone
BIDUNUR SULSMURA,0.0,Not Flood Prone
BIJLI BOX CULVERT,0.0,Not Flood Prone
BIJLI STEEL BEEM & RCC,0.0,Not Flood Prone
BIJOY NAGAR,0.0,Not Flood Prone
BIJOYNAGOR BOX CULVERT,3.0,Low River Flooding
BIKABARIPUR BRIDGE,0.0,Not Flood Prone
BIKKRAMHATI BRIDGE,3.0,Low River Flooding
BILANUN,0.0,Not Flood Prone
BILASHER PARA BOX CULVERT,2.0,Moderate River Flooding
BILASPUR CULVERT,4.0,Severe Flash Flooding
BILAY MORE STEEL BEAM AND RCC SLAB,4.0,Severe Flash Flooding
BILGARENI,3.0,Low River Flooding
BILKENDUAI BRIDE,6.0,Low Flash Flooding
BILONUN,0.0,Not Flood Prone
BILPASA CULVERT,2.0,Moderate River Flooding
BILSALKI ARCH MASONRY,3.0,Low River Flooding
